specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;Berberidaceae_scientific_name - scientific_name;Berberidaceae_scientific_name - species_name_not_in_list;Berberidaceae_scientific_name - genus_name_not_in_list;Berberidaceae_scientific_name - not_sure;Berberidaceae_scientific_name - no_info
B;Herbarium Berolinense;B101200864;11;10043764;BERBERIDACEAE;indet.;sp.;;Taiwan;False;;;;Chiayi County(嘉義縣);;;;E. H. Wilson;;False;01/01/1918 - 31/12/1918;False;False;;True;;;True;Formosa, Arisan, prov. Kagi, Alt. 2330-2660 m;False;;;True;23.51783694707698 , 120.81840991973878;;;;False;Mahonia lomariifolia Takeda;;;;
B;Herbarium Berolinense;B101200863;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Guangdong(广东);;;False;Rud. Mell;;;01/01/1917 - 31/12/1917;;;348;;Handel-Mazzetti;;;"Prov. Kwangtung septentr.: Prope pagum Fungwan ad orientem urbis Siudsao (""Schautschou""), Substr. crystallino; alt. s. m. ca. 200-400 m.";;False;;True;23.677244543380397 , 116.70364379882814;;;;False;Mahonia leveilleana C.K.Schneid.;;;;
B;Herbarium Berolinense;B101200862;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Tamil Nadu;;;;Stuchlik et Walther;;False;15/04/1976 - 15/04/1976;False;False;585;False;;;True;Nilgiri-Hills, Doddabetta near Ootacamund N-slope alt. 2450 m a.s.l. Tropical evergreen forest;False;;;True;11.40807736182492 , 76.73628330230714;;;;False;Mahonia leschenaultii (Wall. ex Wight & Arn.) Takeda;;;;
B;Herbarium Berolinense;B101200860;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Tamil Nadu;;;;;;True;;;True;;True;H. T. [Hisayoshi Takeda];;;Ex Indiae Orientalis montibus Nilgherry.;False;;Ball;False;;;;;True;Mahonia leschenaultii (Wall. ex Wight & Arn.) Takeda;;;;
B;Herbarium Berolinense;B101200861;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;;;;True;G. S. Gough;;False;;;True;;True;H. T. [Hisayoshi Takeda];;False;Ex Indiae Orientalis montibus Nilgherry;;False;;True;;;;;True;Mahonia leschenaultii (Wight & Arn.) Takeda ex Dunn, 1915;;;;
B;Herbarium Berolinense;B101200859;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;;;;False;Hidalgo;;;False;Carl Ehrenberg;;;01/01/1839 - 31/01/1839;False;False;932;;F. Fedde;;False;p[rope]. el Banco;False;;;True;20.55638888888889 , -98.63361111111112;;;;;Mahonia lanceolata (Benth.) Fedde;;;;
B;Herbarium Berolinense;B101200857;11;10043764;BERBERIDACEAE;indet.;sp.;;Schweden;False;;;;Skåne län;;;False;Orvar Isberg;;False;;;True;;True;;;True;Malmö;False;;;True;55.588823220004954 , 13.016738891601564;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200858;11;10043764;BERBERIDACEAE;indet.;sp.;;Schweden;False;;;;Skåne län;;;;Orvar Isberg;;False;;;True;;True;;;True;Malmö;False;;;True;55.6052931 , 13.0001566;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200055;11;10043764;BERBERIDACEAE;indet.;sp.;;Japan;True;;;;Tōkyō(東京都);;;;Masami Mizushima;;False;22/03/1954 - 22/03/1954;False;False;;True;;;True;Hondo: Fuchu in Musashi, culta;False;;;True;35.6611119 , 139.4734451;;;;False;Mahonia japonica (Thunb.) DC.;;;;
B;Herbarium Berolinense;B101200856;11;10043764;BERBERIDACEAE;indet.;sp.;;Japan;;;;False;;;;True;;;True;01/04/1907 - 30/04/1907;;;;True;H. T. [Hisayoshi Takeda];;;;;True;;True;;;;;True;Mahonia japonica (Thunb.) DC.;;;;
B;Herbarium Berolinense;B100664484;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;Peter Hein;;False;31/03/2009 - 31/03/2009;False;False;13462;False;P. Hein;;False;Schöneberg: kultiviert im Hof der Wartburgstraße 52 (Yoga Akademie Berlin);False;;P. Hein;False;52.487216488919344 , 13.351478576660158;;;;False;Mahonia japonica (Thunb.) DC.;;;;
B;Herbarium Berolinense;B100664485;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;Peter Hein;;False;28/05/2009 - 28/05/2009;False;False;13463;False;P. Hein;;False;Schöneberg: kultiviert im Hof der Wartburgstraße 52 (Yoga Akademie Berlin);False;;;True;52.4833 , 13.3666;;;;False;Mahonia japonica (Thunb.) DC.;;;;
B;Herbarium Berolinense;B101200010;11;10043764;BERBERIDACEAE;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;R. D. A. Bayliss;;False;01/10/1973 - 01/10/1973;False;False;6088;False;;;True;Aberdeen, Cape. Karroid. Altitude 2800 Ft.;False;;R. D. A. Bayliss;False;-32.476416 , 24.065445;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200070;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Hidalgo;;;;Carl Ehrenberg;;False;01/12/1838 - 31/12/1838;False;False;977;False;;;True;In mont. calcar. prope los baños de Atot[onilco] el grande.;False;;;True;20.28693202315084 , -98.66988658905031;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200100;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;;;;False;Hidalgo;;;False;C. Ehrenberg;;;01/12/1838 - 31/12/1838;;False;977;;;;True;Baños;;False;;True;20.2866923 , -98.6682381;;;;;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200085;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;977;False;;;True;;;True;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101200008;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Sichuan(四川);;;;Camillo Schneider;;False;26/03/1914 - 26/03/1914;False;False;572;False;;;True;Szetchuan australis. Berge bei Hui li chou, Unterholz. Alt. circiter 3000 m.;False;;;True;26.665789486764414 , 102.2414658795114;;;;False;Mahonia huiliensis Hand.-Mazz.;;;;
B;Herbarium Berolinense;B101200038;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Arizona;;;;C. G. Pringle;;False;03/04/1884 - 03/04/1884;False;False;;True;F. Fedde;;False;Pacific Slope, Sonora, Sasabi.;False;;;True;31.488611111111112 , -111.54194444444444;;;;;Berberis fremontii Torr.;;;;
B;Herbarium Berolinense;B101200130;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;San Luís Potosí;;;;J. G. Schaffner;;False;01/01/1879 - 31/12/1879;False;False;711;False;F. Fedde;;False;San Luis Potosi. San Miguelito Mountains;False;;A. Vigener;False;22.148616753922784 , -101.15215301513673;;;;False;Mahonia gracilis (Hartw. ex Benth.) Fedde;;;;
B;Herbarium Berolinense;B101200023;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;California;;;False;Geo. Hansen;;;01/04/1896 - 01/04/1896;;;1540;;;;True;Calaveras County: Middle Bar 1300 ft.;;False;;True;38.2997 , -120.7491;;;;;Mahonia fremontii (Torr.) Fedde;;;;
B;Herbarium Berolinense;B101200900;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;Hansen;;False;;;True;219;False;F. Fedde;;False;;;True;;True;;;;;True;Mahonia pumila (Greene) Fedde;;;;
B;Herbarium Berolinense;B101200901;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;J. F. Rock;;False;01/02/1923 - 28/02/1923;False;False;7949;False;;;True;Shweli River drainage basin and environs of Tengyueh;False;;;True;25.0283988 , 98.4936839;;;;False;Mahonia polyodonta Fedde;;;;
B;Herbarium Berolinense;B101200899;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Niedersachsen;;;False;C. K. Schneider;;;01/09/1903 - 30/09/1903;;;;True;;;True;Hort. Münden.;;False;C. K. Schneider;;;;;;True;Berberis pinnata Lag.;;;;
B;Herbarium Berolinense;B101200897;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Arizona;;;;[John Gill Lemmon];;False;01/08/1882 - 31/08/1882;False;False;;True;;;True;Tanner's Canon Huachuca Mts.;False;;;True;31.4906181 , -110.382474;;;;False;Berberis pinnata Lag.;;;;
B;Herbarium Berolinense;B101200896;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;California;;;;Henry M. Pollard;;False;01/03/1936 - 31/03/1936;False;False;;True;;;True;Mt. Tamalpais, Marin County.;False;;;True;37.92782662094375 , -122.58806705474855;;;;False;Berberis pinnata Buch ex DC.;;;;
B;Herbarium Berolinense;B101200898;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;;;;True;Traep.;;False;;;True;;True;;;True;Mexico;False;;C. K. Schneider;False;;;;;True;Mahonia pinnata (Lag.) Fedde;;;;
B;Herbarium Berolinense;B101200892;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;;;;True;Uhde;;False;;;True;1048;False;Anonymos (Staff B);;False;Mexiko;False;;;True;;;;;True;Mahonia pinnata (Lag.) Fedde;;;;
B;Herbarium Berolinense;B101200891;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;R. D. Monte;;False;;;True;;True;;;True;;;True;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101200894;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;;;True;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101200893;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Hidalgo;;;;Gregg? Chrismar?;;False;;;True;;True;;;True;Real del Monte;False;;;True;20.1384604 , -98.6733356;;;;False;Mahonia pinnata (Lag.) Fedde;;;;
B;Herbarium Berolinense;B101200895;11;10043764;BERBERIDACEAE;indet.;sp.;;;;;;True;;;;True;R D Mhr;;;;;True;;True;;;True;;;True;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101200890;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Hidalgo;;;False;C. Ehrenberg;;False;01/01/1840 - 31/01/1840;False;False;1110;;F. Fedde;;False;[Las Verdosas prope Zimapan];False;;;True;20.797755954479506 , -99.26834106445312;;;;False;Mahonia paxii Fedde;;;;
B;Herbarium Berolinense;B101200889;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Oaxaca;;;;C. G. Pringle;;False;20/08/1894 - 20/08/1894;False;False;4812;False;F. Fedde;;False;Mountains near Oaxaca, 6,500 ft.;False;;[C. G. Pringle];False;17.024798152939045 , -96.6676712036133;;;;False;Mahonia pallida (Hartw. ex Benth.) Fedde;;;;
B;Herbarium Berolinense;B101200888;11;10043764;BERBERIDACEAE;indet.;sp.;;Costa Rica;False;;;;;;;True;C. Hoffmann;;False;01/01/1854 - 11/05/1859;;False;106;False;Fedde;;False;Costa Rica;False;;;True;;;;;True;Mahonia paniculata Oerst.;;;;
B;Herbarium Berolinense;B101200887;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Sichuan(四川);;;;E. H. Wilson;;False;01/09/1908 - 30/09/1908;False;False;2881;False;;;True;Western Szechuan.;False;;;True;;;;;True;Mahonia nitens C.K.Schneid.;;;;
B;Herbarium Berolinense;B101200886;11;10043764;BERBERIDACEAE;indet.;sp.;;Frankreich;True;;;;Grand Est;;;;C. K. Schneider;;False;01/09/1903 - 30/09/1903;False;False;;True;Fedde;;;Hort. Plantières [Metz] sub glumacea;False;;C. K. Schneider;False;49.101978524973816 , 6.19606812966929;;;;False;Mahonia nervosa (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200885;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Washington;;;False;J. M. Grant;;;01/05/1928 - 31/05/1928;;;;True;;;True;Marysville, woods;;False;J. M. Grant;;48.0517429 , -122.1768209;;;;;Berberis nervosa Pursh;;;;
B;Herbarium Berolinense;B101200883;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;California;;;;Charlotte Pyle, Gordon H. True;;False;29/09/1977 - 29/09/1977;False;False;8461;False;;;True;Sierra Nevada. About 2 miles airline south of Indian Valley. On branch of Indian Creek on Joubert-Mt. House road ca. 6.5 miles east of Hwy. 49 (Sec.28 T19N R9E) at Joubert Diggings, ca 3.5 miles north of Camptonville. El. 4200 ft. Sierra Co. Locally numerous on shady north slope.;;False;;True;39.48708660187076 , -121.00004481995607;;;;;Berberis nervosa Pursh;;;;
B;Herbarium Berolinense;B101200882;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;;;True;01/04/1840 - 30/04/1840;False;False;;True;;;True;Eh Col. [Heimat:] In America boreali occidentali;False;;Sehlmeyer;False;;;;;True;Berberis nervosa Pursh;;;;
B;Herbarium Berolinense;B101200884;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Oregon;;;False;Ora M. Clark;;;22/06/1932 - 22/06/1932;;;5439;;;;True;mountain streams, S. Hood River;;False;Clark;;45.70059318488945 , -121.51419639587404;;;;;Berberis nervosa Pursh;;;;
B;Herbarium Berolinense;B101196544;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;Lind. [Lindblad];;;01/01/1855 - 31/12/1855;False;False;;True;;;True;H. Ber. [Hortus Berolinensis];False;;;True;;;;;True;Mahonia glumacea DC.;;;;
B;Herbarium Berolinense;B101200881;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Guizhou(贵州);;;False;Cavalerie;;False;;;True;2699;False;;;True;Kouy-tcheou;False;;;True;;;;;True;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200880;11;10043764;BERBERIDACEAE;indet.;sp.;;Vietnam;;;;False;Lâm Đồng;;;False;Eug. Poilane;;;28/10/1930 - 28/10/1930;;;18721;;;;True;Annam: Dankia;;False;;True;11.989811202148633 , 108.41787099838258;;;;;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200879;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Tamil Nadu;;;;;;True;;;True;;True;F. Fedde;;False;Nilgiri. Regio temp. Alt. 7000 ped.;False;;;True;;;;;True;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200878;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;;;;False;;;;True;Perrottet;;;01/01/1840 - 31/12/1840;;;;True;;;True;Nilgherries;;False;E. Drake;;;;;;True;Berberis nepalensis K.Koch;;;;
B;Herbarium Berolinense;B101200877;11;10043764;BERBERIDACEAE;indet.;sp.;;Nepal;;;;False;Bagmati;;;False;H. J. Lange;;;26/02/1966 - 26/02/1966;;;105;;;;True;Godawari-Valley, Kathmandu-Valley, 1900 m;;False;;True;27.58124135 , 85.3393152341215;;;;;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200876;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;True;;;;West Bengal;;;;Stuchlik et Walther;;False;17/02/1976 - 17/02/1976;False;False;155;False;;;True;Lloyd Botanic Garden, Darjeeling;False;;;True;27.0432 , 88.2585;;;;False;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200875;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;;;;False;West Bengal;;;False;Stuchlik et Walther;;;18/02/1976 - 18/02/1976;;;298;;;;True;"Eastern Himalaya, Darjeeling region, ""Senchal reserve forest"" on the southern slope of Tiger Hill alt, 2250 m a. s. l. Warm temp. rain forest, Fagaceae - Rhododendron - Acer - Magnolia zone";;False;;True;26.9949 , 88.28533;;;;;Mahonia nepalensis DC.;;;;
B;Herbarium Berolinense;B101200874;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Hubei(湖北);;;False;E. H. Wilson;;;08/04/1900 - 08/04/1900;;;426;;Camillo Karl Schneider;;;Changyang;;False;;True;30.4752105 , 111.2015265;;;;;Mahonia sheridaniana C.K.Schneid.;;;;
B;Herbarium Berolinense;B101200873;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;;Sikkim;;;;K. Faber & al.;;;13/11/1978 - 13/11/1978;False;False;;True;;;True;Bakhim ob Yoksam (HI 19) 2700 m im Wald;;False;Kurt Faber;False;27.2855 , 88.23094;;;;;Berberis napaulensis (DC.) Spreng.;;;;
B;Herbarium Berolinense;B101200872;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;O. B. Metcalfe;;False;14/06/1904 - 14/06/1904;False;False;990;False;Edw. L. Greene;;False;South End of the Black Range. Lookout Mines Sierra County. Shady N Hillside, 8500 ft;False;;;True;32.872 , -107.735;;;;False;Berberis nana Greene;;;;
B;Herbarium Berolinense;B101200915;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;False;;;;Dolnośląskie;;;;C. Baenitz;;False;12/05/1909 - 26/07/1909;False;False;;True;Fedde;;False;Stabelwitz: im Parke der Villa Lauterbach. 120 m.;False;;C. Baenitz;False;51.1543 , 16.8911;;;;False;Mahonia aquifolium x repens;;;;
B;Herbarium Berolinense;B101200912;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;;;;True;E. H. Wilson;;False;01/07/1903 - 31/07/1903;True;False;3142;False;Camillo Karl Schneider;;False;Western China. Altit 2-6000 ft.;False;;;True;;;;;True;Mahonia veitchiorum (Hemsl. & E.H.Wilson) C.K.Schneid.;;;;
B;Herbarium Berolinense;B101200911;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Chihuahua;;;;C. G. Pringle;;False;25/03/1885 - 20/05/1885;False;False;261;;F. Fedde;;False;Rocky hills near Chihuahua.;False;;A. Engler;False;28.664782548859467 , -106.1442683546623;;;;False;Mahonia trifoliata (Moric.) Fedde;;;;
B;Herbarium Berolinense;B101200910;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Puebla;;;False;H. Ern;;;07/10/1968 - 07/10/1968;;;301;;;;True;Osthang des Iztaccihuatl oberhalb der Orte San Juan Tlale und San Juan Tetla. Felsige Standorte in der Pinus hartwegii-Stufe. In 3800 m Höhe.;;False;;True;19.175353528030406 , -98.60714272003977;;;;;Mahonia trifolia Schltdl. & Cham.;;;;
B;Herbarium Berolinense;B101033012;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;;;True;01/05/1866 - 31/05/1866;False;False;;True;;;True;Berlin im bot. Garten;False;;Alexander Braun;False;;;;;True;Mahonia trifolia Schltdl. & Cham.;;;;
B;Herbarium Berolinense;B101200909;11;10043764;BERBERIDACEAE;indet.;sp.;;Taiwan;False;;;;Taipei County(台北縣);;;False;E. H. Wilson;;False;13/12/1918 - 13/12/1918;False;False;11235;False;;;True;Formosa, Round Sozan, Daiton Range, prov. Taihoku Alt. 830-1000 m.;False;;;True;25.175116531621764 , 121.52531147003175;;;;;Mahonia tikushiensis Hayata;;;;
B;Herbarium Berolinense;B101200908;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;S. B. Buckley;;False;02/04/1881 - 02/04/1881;False;False;;True;;;True;Hays County;False;;A. Gray;False;30.060828614884123 , -98.07254791259767;;;;False;Mahonia swaseyi (Buckley) Fedde;;;;
B;Herbarium Berolinense;B101200907;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;F. Lindheimer;;False;01/01/1847 - 31/12/1847;False;False;;True;F. Fedde;;False;;;True;A. Braun;False;;;;;True;Mahonia trifoliata (Moric.) Fedde;;;;
B;Herbarium Berolinense;B101200906;11;10043764;BERBERIDACEAE;indet.;sp.;;Indien;False;;;False;Manipur;;;False;Francis (Buchanan) Hamilton;;;;;True;342;;H. Takeda;;False;"in hortis Napala; e Manipura transmissa est ad hortum botanicum prope Calcuttam.";;False;;True;;;;;True;Mahonia roxburghii (DC.) Takeda;;;;
B;Herbarium Berolinense;B101200903;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Arizona;;;False;W. H. Kruse;;;11/08/1967 - 11/08/1967;True;;43;;W. H. Kruse;;;County Coconino, Wild Bill, 13 mi. NE Flagstaff, Altitude 7,600 ft., Slope Gentle, Exposure Southwest, Soil I, gravelly silt loam, Site Shaded - rocky. Vegetation type Ponderosa pine, Associated plants Bunch grasses.;;False;;True;35.38674381029206 , -111.55225920570486;;;;;Berberis repens Lindl.;;;;
B;Herbarium Berolinense;B101200905;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Montana;;;;Ora M. Clark;;False;30/06/1932 - 30/06/1932;False;False;5715;False;;;True;Mountain sides of Glacier Nat'l Park;False;;Clark;False;;;;;True;Berberis repens Lindl.;;;;
B;Herbarium Berolinense;B101200904;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;J. Stone, H. Schmidt & M. Merello;;False;03/07/1998 - 03/07/1998;False;False;1277;False;J. Stone;;False;"Taos County,  Rt. 440, 9 mi ESE of Hwy 518 junction. 2300 m. Stoloniferous shrub on shaded hillside; ovoid green berry. Common";False;;;True;36.2522 , -105.5577;;;;False;Mahonia repens (Lindl.) G.Don;;;;
B;Herbarium Berolinense;B101200902;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;True;;;;Wielkopolskie;;;;Bothe;;False;29/06/1913 - 29/06/1913;False;False;;True;;;True;Denkmalplatz in Krotoschin. Angepflanzt! (Heimat: Nordamerika.);False;;H. Bothe;False;51.695926 , 17.4374158;;;;False;Berberis repens Lindl.;;;;
B;Herbarium Berolinense;B101200938;11;10043764;BERBERIDACEAE;indet.;sp.;;Italien;False;;;;Friuli-Venezia Giulia;;;;V. Trouvé;;False;03/04/1886 - 03/04/1886;False;False;;True;;;True;Görz, Ponte d'Isonzo;False;;Victor Engelhardt;False;45.91867663909007 , 13.590087890625002;;;;False;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B100126166;11;10043764;BERBERIDACEAE;indet.;sp.;;Guatemala;False;;;;Huehuetenango;;;;C. Schneider, P. Kanstinger, V. Knab, A. Cabrera;;False;12/03/2003 - 12/03/2003;False;False;101;False;;;True;Municipalidad San Juan Ixcoy. Road from Soloma to San Juan Ixcoy. In a relict cloud forest vegetation on the path from Mimalhuitz to Yualhuitz. Höhe: 2900 m.;False;;;True;15.622833333333334 , -91.39166666666668;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200939;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Hidalgo;;;;[Carl Ehrenberg];;False;01/12/1840 - 31/12/1840;True;False;;True;;;True;[El] Banco;True;;;True;20.556 , -98.634;;;;False;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200936;11;10043764;BERBERIDACEAE;indet.;sp.;;Nepal;False;;;;Bagmati;;;;;;True;03/10/1979 - 03/10/1979;False;False;;True;;;True;(Sivapuri?);False;;W. Schwabe;False;;;;;True;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B101200937;11;10043764;BERBERIDACEAE;indet.;sp.;;Nepal;False;;;;Bagmati;;;;;;True;03/10/1979 - 03/10/1979;;;;True;;;True;(Sivapuri?);False;;W. Schwabe;False;;;;;True;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B100430170;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;Jiangong Wu;;False;20/04/2007 - 20/04/2007;False;False;420;False;;;True;Wenshan, Loajun Mountain, 2000 m;False;;;True;23.298275641468706 , 103.94748687744142;;;;False;Berberidaceae;;;;
B;Herbarium Berolinense;B100430169;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;Jiangong Wu;;False;15/04/2007 - 15/04/2007;False;False;415;False;;;True;Yongshan, Laojun Mountain, 2000 m;;False;;True;26.8825 , 99.609444;;;;;Berberidaceae;;;;
B;Herbarium Berolinense;B101200914;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;O. Schoch;;False;14/10/1916 - 14/10/1916;False;False;68;False;;;True;Yunnanfou;False;;;True;25.066666666666666 , 102.68333333333334;;;;;;;;;
B;Herbarium Berolinense;B100574091;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigtes Königreich;;;;False;City of Manchester;;;False;R. Böcker;;;24/08/1994 - 24/08/1994;;;NEO.HDD 57;;;;True;Manchester;;False;R. Böcker;False;53.47569091787125 , -2.2076726139770164;;;;;Mahonia Nutt.;;;;
B;Herbarium Berolinense;B100684323;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;Gebhardt;;False;22/05/1956 - 22/05/1956;False;False;331;False;;;True;[Bezirk] Halle, Rothenburg/Saale;False;;J. Gebhardt;False;51.64439361295834 , 11.756958961486818;;;;False;Mahonia Nutt.;;;;
