specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1184105;6;7214637;ACANTHACEAE;Ruellia;glanduloso-punctata;;Brasilien;;;;False;Rio Grande do Sul;;;False;26/01/1955 - 26/01/1955;;;;;;;Pivetta;;;;;;;616;;;True;Emrich-Rambo;;;Cadeado p. Ijui. In campestribus;;False;;;;;;-28.6787019 , -53.91064055083482;;;;
B;Herbarium Berolinense;B 10 1184132;6;7214637;ACANTHACEAE;Ruellia;inundata;;Mexiko;False;;;;Michoacán de Ocampo;;;;27/11/1941 - 27/11/1941;False;False;;;;;H.[Hinton] et al.;;False;;;;;16193;False;Geo B. Hinton;False;Thomas F. Daniel;;False;"Ostula; Distr.: Coalcoman, Mich[oacan]. Woods";False;;;;;;;18.528145100507064 , -103.45329045182368;;;;False
B;Herbarium Berolinense;B 10 1183770;6;7214637;ACANTHACEAE;Macrorungia;longistrobus;;Südafrika;False;;;;Limpopo;;;;07/01/1963 - 07/01/1963;False;False;;;;;B. de Winter;;False;;;;;7802;False;;True;Claus Baden;;False;Transvaal, Dist. Lydenburg, Erasmus Pass: from tunnel entrance to the S. entrance of the pass (material very scattered).;False;;;;;;;-24.451330536672636 , 30.607448816299442;;;;False
B;Herbarium Berolinense;B 10 1183779;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Otjozondjupa;;;;16/02/1963 - 16/02/1963;False;False;;;;;R. Seydel;;False;;;;;3346;False;R. Seydel;False;;;True;Namibrand Karibib, Otjosondu, Altitudo: ca 1300m;False;;;;;;;-21.243176 , 17.9013423;;;;False
B;Herbarium Berolinense;B 10 1183776;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Erongo;;;;14/06/1961 - 14/06/1961;False;False;;;;;R. Seydel;;False;;;;;2962;False;R. Seydel;False;K. Vollesen;;False;Namibrand Karibib, Okomitundu, Altitudo: ca1400m;False;;;;;;;-22.1644139 , 16.286958522073895;;;;False
B;Herbarium Berolinense;B 10 1186910;6;7214637;ACANTHACEAE;Indet;(ACANT);;Somalia;False;;;False;Hiiraan;;;False;12/08/1988 - 12/08/1988;;;;;;;N. Kilian;;;;;;;2248;;N. Kilian;False;;;True;District Belletveyne, Wadi an der Straße nach Hargeisa 28 km N von Belletveyne, Kalkstein;;False;;;;;;4.978555068906152 , 45.17513751983643;;;;False
B;Herbarium Berolinense;B 10 1186908;6;7214637;ACANTHACEAE;Indet;(ACANT);;Kenia;False;;;;Eastern;;;;09/09/1972 - 09/09/1972;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;bei Marsabit;False;;;;;;;2.319884360379715 , 38.00308227539063;;;;False
B;Herbarium Berolinense;B 10 1068802;6;7214637;ACANTHACEAE;Indet;(ACANT);;Kolumbien;;;;False;Putumayo;;;False;01/12/1967 - 31/12/1967;;;;;;;;;True;;;;;83;False;W. Schwabe;;;;True;Rio San Miguel (Grenze zu Ecuador);;False;;;;;;0.25680565430485075 , -76.83837475375017;;;;
B;Herbarium Berolinense;B 10 1068808;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;False;;;;Santa Cruz;;;;25/12/1927 - 25/12/1927;False;False;;;;;Troll;;False;;;;;911;False;;True;;;True;Cusillu, Rio Grandetal, 1200 m;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0029097;6;7214637;ACANTHACEAE;Mackaya;bella;;Swasiland;;;;False;Shiselweni;;;False;21/10/1958 - 21/10/1958;;;;;;;R. H. Compton;;;;;;;28168;;;True;;;True;Swasiland. Dist. Hlatikulu. Hlatikulu Forest, deep shade. Alt. c. 3,500';;False;;;;;;-27.310297685886002 , 31.9750499734073;;;;
B;Herbarium Berolinense;B 10 1183794;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Oshikoto;;;;02/04/1934 - 02/04/1934;False;False;;;;;Dinter;;False;;;;;7556;False;;True;K. Vollesen;;False;Tsumeb-Bobos;False;;;;;;;-19.258645921428403 , 17.63168334960938;;;;False
B;Herbarium Berolinense;B 10 1184104;6;7214637;ACANTHACEAE;Ruellia;glanduloso-punctata;;Brasilien;False;;;;Rio Grande do Sul;;;;04/01/1946 - 04/01/1946;False;False;;;;;B. Rambo;;False;;;;;;True;;True;;;True;Vila Oliva p. Caxias. In siccis saxosis dumetosis;False;;;;;;;-29.2220854 , -50.8889807;;;;False
B;Herbarium Berolinense;B 10 0535119;6;7214637;ACANTHACEAE;Ruellia;inundata;;Kolumbien;False;;;;Cesar;;;;22/11/1943 - 22/11/1943;False;False;;;;;Oscar Haught;;False;;;;;3864;False;;True;E. C. Leonard;;False;Dry open forest about 12 km. northwest of Codazzi, Dept. Magdalena. Altitude under 100 m.;False;;;;;;;10.106470239258266 , -73.316;;;;False
B;Herbarium Berolinense;B 10 1184137;6;7214637;ACANTHACEAE;Ruellia;inundata;;Nicaragua;;;;False;Chontales;;;False;04/01/1969 - 04/01/1969;;;;;;;R. Bruce Hamblett;;;;;;;1699;;;True;;;True;In a pasture, 2 km south of Acoyapa;;False;;;;;;11.957547888925049 , -85.16704559326172;;;;
B;Herbarium Berolinense;B 10 1184135;6;7214637;ACANTHACEAE;Ruellia;inundata;;Nicaragua;;;;False;Matagalpa;;;False;23/12/1968 - 23/12/1968;;;;;;;David A. Dudey;;;;;;;1034;;;True;;;True;Route 1, K73, Casas Viejas;;False;;;;;;12.7383522 , -86.2136871;;;;False
B;Herbarium Berolinense;B 10 1184167;6;7214637;ACANTHACEAE;Ruellia;monanthos;;Madagaskar;False;;;;Toamasina;;;;23/09/1912 - 23/09/1912;False;False;;;;;R. Viguier et H. Humbert;;False;;;;;242;False;;True;R. Benoist;;False;Environs de Tamatave: sables maritimes;False;;;;;;;-18.13622718444147 , 49.413414001464844;;;;False
B;Herbarium Berolinense;B 10 0013539;6;7214637;ACANTHACEAE;Macrorungia;longistrobus;;Südafrika;False;;;;Limpopo;;;;29/04/1995 - 29/04/1995;False;False;;;;;K. Balkwill & M-J. Balkwill;;False;;;;;9314;False;;True;K. Balkwill;;False;The Transvaal, Soutpansberg District, north of the Soutpansberg, on the farm Davenham 740 MS. Above house. Alt.: 900 m. River valley. Semi-shaded base of cliff.;False;;;;;;;-22.935943786510805 , 29.807538986206055;;;;False
B;Herbarium Berolinense;B 10 1183777;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Erongo;;;False;14/06/1961 - 14/06/1961;;;;;;;R. Seydel;;;;;;;2962;;R. Seydel;;;;True;Namibrand Karibib, Okomitundu. Altitude: ca 1400 m;;False;;;;;;-22.1644139 , 16.286958522073895;;;;
B;Herbarium Berolinense;B 10 1183795;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Erongo;;;;24/02/1934 - 24/02/1934;False;False;;;;;Dinter;;False;;;;;7014;False;;True;K. Vollesen;;False;Karibib, Kalkhügel;False;;;;;;;-21.9377024 , 15.8574997;;;;False
B;Herbarium Berolinense;B 10 1183788;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Khomas;;;;;;True;;;;;Rusch;;False;;;;;4577;False;H. u. E. Walter;False;K. Vollesen;;False;F. Chaibis Bez. Rehoboth;False;;;;;;;-23.1772569 , 16.2184063;;;;False
B;Herbarium Berolinense;B 10 1068817;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;False;;;;Tarija;;;;27/09/1927 - 27/09/1927;False;False;;;;;Troll;;False;;;;;196;False;;True;;;True;Motovi. Sommergr. Wald 1400 m;False;;;;;;;-21.980538193333956 , -64.46906089782716;;;;False
B;Herbarium Berolinense;B 10 0542003;6;7214637;ACANTHACEAE;Indet;(ACANT);;Vereinigte Staaten von Amerika;;;;False;Texas;;;False;06/09/1962 - 06/09/1962;;;;;;;Rainer W. Scora;;;;;;;2290;;;True;;;True;Maverick Co., 5 M N. of Normandy on edge of canal bank. Dry sandy soil, much grazed. Upper cretaceous marine deposits.;;False;;;;;;28.993727813676273 , -100.62721252441406;;;;
B;Herbarium Berolinense;B 10 0514147;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Tabora;;;False;15/01/1926 - 15/01/1926;;;;;;;A. Peter;;;;;;;45926;;A. Peter, Reisen in Afrika 1925/26;;;;True;D Ost Afrika [sic!], Ngulu: Goweko westlich ➞ Igalula km 786 -805. 1180-1190 m ü. M.;;False;;;;;;-5.276692649209352 , 33.03279876708985;;;;
B;Herbarium Berolinense;B 10 1184162;6;7214637;ACANTHACEAE;Ruellia;matudae;;Mexiko;False;;;;Chiapas;;;;14/12/1980 - 14/12/1980;False;False;;;;;T. P. Ramamoorthy con M. Sousa, P. Basurto;;False;;;;;1578;False;;True;Thomas F. Daniel;;False;Comitán de Domínguez, Rancho Pera.;False;;;;;;;16.243144857571313 , -92.13306427001955;;;;False
B;Herbarium Berolinense;B 10 0619999;6;7214637;ACANTHACEAE;Ruellia;malacosperma;;Vereinigte Staaten von Amerika;True;;;False;Texas;;;False;04/08/1956 - 04/08/1956;;;;;;;Lloyd H. Shinners;;;;;;;24275;;;True;;;True;Dallas Co.: Dallas. Cultivated in black clay;;False;;;;;;32.7762719 , -96.7968559;;;;
B;Herbarium Berolinense;B 10 1183783;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;;;;False;;;;True;21/03/1953 - 21/03/1953;;;;;;;R. Seydel;;;;;;;32;;;True;K. Vollesen;;;Südwest-Afrika. Zerstreut auf steinigem Boden;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183781;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Erongo;;;;15/03/1955 - 15/03/1955;False;False;;;;;R. Seydel;;False;;;;;435;False;R. Seydel;False;K. Vollesen;;False;Namibrand SW Karibib S. W. Afrika Zerstreut auf steinigen Böden. Altitudo: 900m;False;;;;;;;-24.962711042601704 , 15.79962730407715;;;;False
B;Herbarium Berolinense;B 10 1183790;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;;;;True;25/02/1959 - 25/02/1959;False;False;;;;;E. Werdermann et H.-D. Oberdieck;;False;;;;;2287;False;;True;K. Vollesen;;False;"Zwischen Karibib und Outjo; 1100-1300 m.";False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183787;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Kunene;;;;19/03/1953 - 19/03/1953;False;False;;;;;G. Schwerdtfeger;;False;;;;;;True;H. u. E. Walter;False;K. Vollesen;;False;Südwestafrika, F. Franken Bez. Outjo, Hausberg, Granitklippenberg;False;;;;;;;-19.688172568894412 , 14.77815628051758;;;;False
B;Herbarium Berolinense;B 10 1183786;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;;;;False;Erongo;;;False;19/05/1953 - 19/05/1953;;;;;;;Schwerdtfeger;;;;;;;4027;;H. u. E. Walter;;Meyer;;;F. Waldhausen, Bez. Karibib, bei Wilhelmstal;;False;;;;;;-21.910556302931443 , 16.322379112243656;;;;
B;Herbarium Berolinense;B 10 1183785;6;7214637;ACANTHACEAE;Megalochlamys;marlothii;;Namibia;False;;;;Kunene;;;;27/02/1953 - 27/02/1953;False;False;;;;;Schwerdtfeger;;False;;;;;;True;H. u. E. Walter;False;K. Vollesen;;False;Südwestafrika, Bez. Outjo, F. Otjitambi;False;;;;;;;-19.7465 , 15.1849;;;;False
B;Herbarium Berolinense;B 10 1184114;6;7214637;ACANTHACEAE;Ruellia;humilis;;Vereinigte Staaten von Amerika;False;;;;Georgia;;;;09/08/1979 - 09/08/1979;False;False;;;;;Samuel B. Jones w/ Carleen A. Jones;;False;;;;;23378;False;;True;;;True;About 8 mi NW of Lafyette. Off GA 143(136) just W of GA hwy 341. Thin soil of limestone oitcrop at powerline.;False;;;;;;;34.7 , -85.27;;;;False
B;Herbarium Berolinense;B 10 1184113;6;7214637;ACANTHACEAE;Ruellia;humilis;;Vereinigte Staaten von Amerika;;;;False;Missouri;;;False;23/07/1998 - 23/07/1998;;;;;;;J. Stone & S. Bodine;;;;;;;1353;;;True;J. Stone;;;Washington County, Washington State Park. Herb on disturbed, open ground.;;False;;;;;;38.089444444444446 , -90.68694444444445;;;;
B;Herbarium Berolinense;B 10 1068821;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;;;;False;La Paz;;;False;10/03/1928 - 10/03/1928;;;;;;;Troll;;;;;;;1688;;;True;;;True;Canamina - Rio La Paz, Trockenwald 1000 m;;False;;;;;;-16.63761042173043 , -67.25162767694528;;;;
B;Herbarium Berolinense;B 10 1068819;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;False;;;;Cochabamba;;;;03/02/1928 - 03/02/1928;False;False;;;;;Troll;;False;;;;;1161;False;;True;;;True;Toyotas - Pasorapa Trockenwald 1900 m;False;;;;;;;-18.3215944 , -64.6775384;;;;False
B;Herbarium Berolinense;B 10 1068814;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;False;;;;Tarija;;;;06/10/1927 - 06/10/1927;False;False;;;;;Troll;;False;;;;;244;False;;True;;;True;Alto de Sta. Rosa - Carapari. Sommergr. Wald 1000 m;False;;;;;;;-21.840900546989694 , -63.73658180236817;;;;False
B;Herbarium Berolinense;B 10 1068829;6;7214637;ACANTHACEAE;Indet;(ACANT);;Vereinigte Staaten von Amerika;False;;;;Colorado;;;False;13/08/1942 - 13/08/1942;;;;;;;Otto Degener & Leroy Peiler;;;;;;;16792;False;Otto Degener;;;;True;Little Bear Creek, Idaho Springs. Sandy roadside.;;False;;;;;;39.7426079 , -105.5092682;;;;
B;Herbarium Berolinense;B 10 0653599;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Tabora;;;;23/01/1926 - 23/01/1926;False;False;;;;;A. Peter;;False;;;;;35368;False;;True;;;True;Deutsch-Ost Afrika [sic!], Unyamwesi: km 965.3 bei Kaliuwa. (auch km 952 Urambo ➔ Kaliuwa). (auch km 982.5 Kaliuwa ➔ Kombe). 1200-1100 m ü. M.;;False;;;;;;-5.059798833020266 , 31.85897827148438;;;;False
B;Herbarium Berolinense;B 10 0653645;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Dodoma;;;;07/12/1925 - 07/12/1925;False;False;;;;;A. Peter;;False;;;;;32836;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Ugogo: Gulwe, beim Nsue-See. ganz vertrocknet auf der schwarzen Erde des alten Seebodens. c. 800 m ü. M.;False;;;;;;;-6.5 , 36.533333;;;;False
B;Herbarium Berolinense;B 10 0514113;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Tanga;;;;26/05/1926 - 26/05/1926;False;False;;;;;A. Peter;;False;;;;;46588;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;D Ost Afrika [sic!], Useguha: Succulentenpori Sindi → Handeni;False;;;;;;;-5.400007806425413 , 38.135604858398445;;;;False
B;Herbarium Berolinense;B 10 0514149;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Kigoma;;;;01/02/1926 - 01/02/1926;False;False;;;;;A. Peter;;False;;;;;46105;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;D Ost Afrika [sic!], Uvinsa: westlich von Malagarassi, Grassteppe, c. 1060 m ü. M.;False;;;;;;;-5.094828836804746 , 30.81750869750977;;;;False
B;Herbarium Berolinense;B 10 1184170;6;7214637;ACANTHACEAE;Ruellia;morongii;;Brasilien;False;;;;Rio Grande do Sul;;;;04/02/1949 - 04/02/1949;False;False;;;;;A. Sehnem;;False;;;;;3624;False;;True;Emrich-Rambo;;False;S. Luiz das Missões In campo sicco aprico graminoso;;False;;;;;;-28.40393379156886 , -54.94696140289307;;;;False
B;Herbarium Berolinense;B 10 1183857;6;7214637;ACANTHACEAE;Indet;(ACANT);;Liberia;;;;False;Montserrado;;;False;16/11/1908 - 16/11/1908;;;;;;;M. Dinklage;;;;;;;2239;;;True;;;True;Monravia. Wege in der Stadt auf Lateritboden. Höhe ü. d. M.: c. 20 m.;;False;;;;;;6.311054418429534 , -10.807780661284275;;;;
B;Herbarium Berolinense;B 10 1184147;6;7214637;ACANTHACEAE;Ruellia;longipedunculata;;Bolivien;False;;;;Tarija;;;;18/07/1924 - 18/07/1924;False;False;;;;;K. Pflanz;;False;;;;;4132;False;;True;Erin Tripp;;False;Villa Montes, Tampinta-Tal ca 500 m ü. d. M;False;;;;;;;-21.242182436295543 , -63.463296890258796;;;;False
B;Herbarium Berolinense;B 10 1184140;6;7214637;ACANTHACEAE;Ruellia;jussieuoides;;Bolivien;False;;;;La Paz;;;;15/12/1926 - 15/12/1926;False;False;;;;;Otto Buchtien;;False;;;;;1362;False;Otto Buchtien,Baschant;False;Erin Tripp;;False;San Carlos (Mapiri-Region) bei Sarampiuni, Altura sobre el mar: 600 m;False;;;;;;;-15.394935327884394 , -68.1746292114258;;;;False
B;Herbarium Berolinense;B 10 1184165;6;7214637;ACANTHACEAE;Ruellia;menthoides;;Venezuela;False;;;;;;;True;01/06/1958 - 30/09/1958;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;E. Tripp;;False;Orinoco-Gebiet;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1184160;6;7214637;ACANTHACEAE;Ruellia;marlothii;;Namibia;False;;;;Erongo;;;;20/05/1959 - 20/05/1959;False;False;;;;;R. Seydel;;False;;;;;1995;False;R. Seydel;False;;;True;Namibrand W. Karibib. Altitudo: ca. 1000 m;False;;;;;;;-21.9377024 , 15.8574997;;;;False
B;Herbarium Berolinense;B 10 1184159;6;7214637;ACANTHACEAE;Ruellia;marlothii;;Namibia;False;;;;Erongo;;;;24/07/1954 - 24/07/1954;False;False;;;;;R. Seydel;;False;;;;;343;False;;True;Anonymous (Staff M);;False;Südwest-Afrika, vgl. Nr. 258, Häufig am Fuß von Granitbänken, Steilhängen und dergl., Oberes Naibrivier, Trümmerkuppe;;False;;;;;;-21.06515844265422 , 14.43032741546631;;;;False
B;Herbarium Berolinense;B 10 1184158;6;7214637;ACANTHACEAE;Ruellia;marlothii;;Namibia;;;;False;Erongo;;;False;24/07/1954 - 24/07/1954;;;;;;;R. Seydel;;;;;;;343;;;True;Anonymous (Staff M);;;Südwest-Afrika, (vgl. Nr. 258). Häufig am Fuß von Granitbänken, Steilhängen und dergl., Oberes Naibrivier, Trümmerkuppe;;False;;;;;;-21.065158 , 14.430327;;;;
B;Herbarium Berolinense;B 10 1181542;6;7214637;ACANTHACEAE;Indet;(ACANT);;Äthiopien;False;;;;Amhara;;;;24/12/1974 - 24/12/1974;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;im Norden: etwas nördlich von Gonder, an einem Paß;False;;;;;;;12.627607928250692 , 37.46861457824708;;;;False
B;Herbarium Berolinense;B 10 0684981;6;7214637;ACANTHACEAE;Indet;(ACANT);;Uganda;;;;False;Arua;;;False;26/12/2013 - 26/12/2013;;;;;;;Stefano Santini;;;;;;;1060;;;True;;;True;At the foot of Logiri hill - 1517m - Vurra County, Logiri S/C Ozoo Parish, Adravu A Village. Scrubland. Other species: Rhus vulgaris, Acacia hockii, Vernonia auriculifera, Lippia javanica, Guizotia scabra, Conyza sumatrensis.;;False;;;;;;2.7644444444444445 , 30.85402777777778;;;;
B;Herbarium Berolinense;B 10 1068778;6;7214637;ACANTHACEAE;Indet;(ACANT);;Brasilien;False;;;;Rio de Janeiro;;;;22/05/1935 - 22/05/1935;False;False;;;;;Brade;;False;;;;;14543;False;;True;;;True;Itatiaia. Km. 3-4 900 m.;False;;;;;;;-22.4955278 , -44.5633108;;;;False
B;Herbarium Berolinense;B 10 1068777;6;7214637;ACANTHACEAE;Indet;(ACANT);;Brasilien;;;;False;Rio de Janeiro;;;False;22/05/1935 - 22/05/1935;;;;;;;Brade;;;;;;;25768;;;True;;;True;Itatiaia. Km. 3-4. 900 ms;;False;;;;;;-22.495528 , -44.563311;;;;
B;Herbarium Berolinense;B 10 1068799;6;7214637;ACANTHACEAE;Indet;(ACANT);;Argentinien;False;;;;Salta;;;;01/10/1940 - 31/10/1940;False;False;;;;;Schreiter;;False;;;;;11370;False;;True;Robin Foster;;False;Tartagal, 500 m.;False;;;;;;;-22.5194493 , -63.7986328;;;;False
B;Herbarium Berolinense;B 10 0213885;6;7214637;ACANTHACEAE;Indet;(ACANT);;Argentinien;;;;False;Salta;;;False;23/10/1988 - 23/10/1988;;;;;;;L. J. Novara;;;;;;;8157;;Lazaro Juan Novara;;;;True;Dpto. Capital. La Lagunilla.  5-6 Km al E del cerro San Bernardo. Alt. 1000 m s.m.;;False;;;;;;-24.767797687051594 , -65.30702590942384;;;;
B;Herbarium Berolinense;B 10 0219750;6;7214637;ACANTHACEAE;Indet;(ACANT);;Argentinien;False;;;;Salta;;;;17/04/1989 - 17/04/1989;False;False;;;;;L. Novara y S. Bruno;;False;;;;;8823;False;Lazaro Juan Novara;False;;;True;Dpto. Capital, La Peña. 3 km al E de Ruta 51 Km 1570, rumbo a Cabeza de Buey. Alt. 700-800 m s.m. Chaco Serrano Seco. Suelo arcillo arenoso cuartarico.;False;False;;;;;;-24.797331685252416 , -65.18694877624513;;;;
B;Herbarium Berolinense;B 10 1185930;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Kilimanjaro;;;;20/09/1972 - 20/09/1972;False;False;;;;;;;True;;;;;KLM 102;False;W. Schwabe;False;;;True;am Kilimanjaro, (Mavangu?) [Marangu];False;;;;;;;-3.1147251 , 37.6342096;;;;False
B;Herbarium Berolinense;B 10 1181543;6;7214637;ACANTHACEAE;Indet;(ACANT);;Äthiopien;;;;False;Amhara;;;False;24/12/1974 - 24/12/1974;;;;;;;;;True;;;;;;True;W. Schwabe;;;;True;im Norden: etwas nördlich von Gonder, an einem Paß;;False;;;;;;12.627608 , 37.468615;;;;
B;Herbarium Berolinense;B 10 1181683;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;;;;False;Pwani;;;False;01/12/1915 - 01/12/1915;;;;;;;A. Peter;;;;;;;60353;;A. Peter, Reisen in Afrika 1913-1919;;K. Vollesen;;;D Ost Afrika, Useguha: Saadani → Kissauke [Kisauke]. Grassteppe.;;False;;;;;;-6.102321884514757 , 38.77075195312501;;;;
B;Herbarium Berolinense;B 10 1068776;6;7214637;ACANTHACEAE;Indet;(ACANT);;Paraguay;False;;;;Misiones;;;;01/10/1958 - 31/10/1958;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1068775;6;7214637;ACANTHACEAE;Indet;(ACANT);;Paraguay;False;;;;Misiones;;;;01/10/1958 - 31/10/1958;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;Paraguay: Provinz Misiones;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1068774;6;7214637;ACANTHACEAE;Indet;(ACANT);;Paraguay;False;;;;Misiones;;;;01/10/1958 - 31/10/1958;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0596285;6;7214637;ACANTHACEAE;Indet;(ACANT);;Argentinien;False;;;;Salta;;;;12/02/1999 - 12/02/1999;False;False;;;;;L. Novara y S. Bruno;;False;;;;;11186;False;Lazaro Juan Novara;False;;;True;Dpto. Rosario de Lerma, Quebrada del Toro: El Alisal. Ruta 51, Km 37. Ladera con exposición al E. Entre el túnel ferroviario y el cementerio al borde del camino, en terraza alta. Alt.1810-2000 m s.m.;False;;;;;;;-24.846666666666664 , -65.71916666666667;;;;False
B;Herbarium Berolinense;B 10 1068800;6;7214637;ACANTHACEAE;Indet;(ACANT);;Argentinien;;;;False;Tucumán;;;False;27/08/1950 - 27/08/1950;;;;;;;H. Sleumer;;;;;;;743;;;True;;;True;Tafí, Valle de las Sosas, Altitud 1050 m;;False;;;;;;-27.03549274863756 , -65.66543165499398;;;;
B;Herbarium Berolinense;B 10 1186894;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;;;;False;Mara;;;;15/09/1972 - 15/09/1972;;;;;;;;;True;;;;;;True;W. Schwabe;;;;True;Serengeti;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1184136;6;7214637;ACANTHACEAE;Ruellia;inundata;;Nicaragua;False;;;;Chinandega;;;;01/12/1973 - 01/12/1973;False;False;;;;;Steven A. Marshall & David A. Neill;;False;;;;;6627;False;;True;;;True;"Tropical deciduous forest; Peninsula de Coseguina; Potosi";False;;;;;;;13.0061342 , -87.5036999;;;;False
B;Herbarium Berolinense;B 10 1184131;6;7214637;ACANTHACEAE;Ruellia;inundata;;Mexiko;;;;False;Michoacán de Ocampo;;;False;11/10/1985 - 11/10/1985;;;;;;;José C. Soto Núñez;;;;;;;10655;;;True;T. F. Daniel;;False;Mpio. Nocupétaro. En La Manga, 3 Km al SE Nocupétaro.;;False;;;;;;19.039888419368832 , -101.15215275560548;;;;
B;Herbarium Berolinense;B 10 1184129;6;7214637;ACANTHACEAE;Ruellia;linearibracteolata;;Somalia;False;;;;Shabeellaha Dhexe;;;;15/07/1988 - 15/07/1988;False;False;;;;;N. Kilian & W. Lobin;;False;;;;;Kilian (1679), Lobin (6533);False;N. Kilian;False;E. Tripp;;False;"S2, Middle Shabeelle, District Jowhar. Umgebung von Morajiiddo, ca. 15 km WSW Jowhar. Brauner Lehmboden mit geringem Sandanteil; Strauchvegetation: Dobera glabra und Acacia oerfota; weidewirtschaftlich und landwirtschaftlich stark genutztes Gebiet mit 1-2 jährigen Brachen und Sorghum- und Maisfeldern";False;;;;;;;2.75 , 45.35;;;;False
B;Herbarium Berolinense;B 10 0723714;6;7214637;ACANTHACEAE;Indet;(ACANT);;Jemen;;;;False;Sokotra;;;False;31/03/1996 - 31/03/1996;;;;;;;E. v. Raab-Straube;;;;;;;1109;;;True;;;True;Hajhir-Gebirge, Wadi Qishn 250 m nördl. Dihaal-Paß - Höhenbuschwald 900 m;;False;;;;;;12.577777777777778 , 54.04722222222222;;;;
