specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1022797;4;7214750;Zingiberaceae;Costus;congestiflorus;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;29/11/1984 - 29/11/1984;False;False;Granville;;False;;;;;7079;False;Centre Orstom;False;Cremers;;False;Haute Camopi: Mont Belvédère. Forêt entre 1 et 2 km au sud ouest du Mont;;False;;;;;;2.408429106661275 , -53.102717399597175;;;;
B;Herbarium Berolinense;B 10 1022783;4;7214750;Zingiberaceae;Costus;arabicus;;Guyana;;;;False;Demerara-Mahaica;;;False;;;;;21/09/1986 - 21/09/1986;;;J. J. Pipoly  With A. Sivopala & J. Sivopala;;;;;;;8665;;;True;P. J. M. & M. Maas;;;"Georgetown; Sou Rumveldt Park, easternmost extremety, the Houston Estate. Elev. 1-20 m. Secondary growth along sugarcane fields of the estate. Dominated by Antidesma.";;False;;;;;;6.783333333333333 , -58.15;;;;
B;Herbarium Berolinense;B 10 1022812;4;7214750;Zingiberaceae;Costus;laevis;;Kolumbien;;;;False;Boyacá;;;False;;;;;01/01/1932 - 31/12/1932;;;A. E. Lawrance;;;;;;;;True;;True;P. J. M. Maas;;False;Region of Mt. Chapon, extreme western part of Dept. Boyaca, north-west of Bogota.;;False;;;;;;5.7603254101977 , -74.64407444000246;;;;
B;Herbarium Berolinense;B 10 1022803;4;7214750;Zingiberaceae;Costus;guanaiensis var. macrostrobilus;;Guyana;;;;False;Upper Takutu-Upper Essequibo;;;False;;;;;26/11/1987 - 26/11/1987;;;"M. J. Jansen-Jacobs; B. J. H. ter Welle; A. R. A. Görts van Rijn; R. C. Ek";;;;;;;1270;;;True;P. J. M. Maas;;;Kanuku Mts., Slope of Bank of Guyana. Elev. 140-320 m. Forest.;;False;;;;;;3.352348948192882 , -59.504785537719734;;;;
B;Herbarium Berolinense;B 10 1022804;4;7214750;Zingiberaceae;Costus;guanaiensis var. macrostrobilus;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;26/11/1987 - 26/11/1987;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, A. R. A. Görts-van-Rijn, R. C. Ek;;False;;;;;1270;False;;True;P. J. M. Maas;;False;Kanuku Mts., Slope of Bank of Guyana. Elev. 140-320 m.  Forest.;False;;;;;;;3.355005142866129 , -59.58426475524903;;;;False
B;Herbarium Berolinense;B 10 1022890;4;7214750;Zingiberaceae;Costus;woodsonii;;Panama;False;;;;Colón;;;;;;;;21/12/1973 - 21/12/1973;False;False;M. Nee;;False;;;;;8928;False;Missouri Botanical Garden Herbarium;False;P. J. M. Maas;;False;"Sandy area just back of beach, along Caribbean Sea. 1½ km SW of mouth of Chagres River; alt. 2m.";False;;;;;;;9.310373235105322 , -80.00106811523439;;;;False
B;Herbarium Berolinense;B 10 0292258;4;7214750;Zingiberaceae;Costus;woodsonii;;Niederlande;True;;;;Utrecht;;;;;;;;03/09/1981 - 03/09/1981;False;False;P. J. M. Maas;;False;;;;;74-507;False;;True;P. J. M. Maas;;False;Hort. Bot. Utrecht: cultivated from seeds of Maas et al. 1571: Panama, prov. Colón, between Porto Belo and Chiquita, roadside.;False;;;;;;;52.09031818645776 , 5.190203189849854;;;;False
B;Herbarium Berolinense;B 10 0028938;4;7214750;Zingiberaceae;Costus;subsessilis;;Bolivien;False;;;;Beni;;;;;;;;16/01/1999 - 16/01/1999;False;False;P. J. M. & H. Maas, N. Divico, L. Apaza;;False;;;;;8660;False;;True;P. J. M. & H. Maas;;False;Reserva Ecológica El Tigre, km 42 of road from Riberalta to Guayaramirim. Margin of high forest. sea level;False;;;;;;;-11.0 , -65.75;;;;False
B;Herbarium Berolinense;B 10 1002071;4;7214750;Zingiberaceae;Costus;sp.;;Costa Rica;False;;;;Limón;;;;;;;;08/03/1990 - 08/03/1990;False;False;P. Hiepko;;False;;;;;3357;False;;True;;;True;westlich Puerto Viejo.;False;;;;;;;9.65 , -82.76666666666667;;;;False
B;Herbarium Berolinense;B 10 0029199;4;7214750;Zingiberaceae;Aframomum;citratum;;Gabun;False;;;;Ogooué-Lolo;;;;;;;;08/11/1994 - 08/11/1994;False;False;Dhetchuvi Matchu-Mandje;;;;;;;1704;;;True;;;True;Gabon, Vers Gongué. Entre plaine aviation et riv. Offou;;False;;;;;;-0.6833333333333333 , 11.9;;;;False
B;Herbarium Berolinense;B 10 1022697;4;7214750;Zingiberaceae;Alpinia;sp.;;Indonesien;False;;;;Jambi;;;;;;;;01/10/1925 - 31/10/1925;False;False;Posthumus;;False;;;;;105 a;False;;True;;;True;Pahoe, ± 30 m;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022695;4;7214750;Zingiberaceae;Alpinia;sp.;;Indonesien;False;;;;Bali;;;;;;;;19/11/1966 - 19/11/1966;False;False;;;True;;;;;;True;W. Schwabe;False;;;True;Wongajagedet? [Wongaya Gede];;False;;;;;;-8.37819 , 115.106318;;;;
B;Herbarium Berolinense;B 10 1022694;4;7214750;Zingiberaceae;Alpinia;sp.;;Fidschi;False;;;;Central;;;;;;;;27/11/1968 - 27/11/1968;False;False;;;True;;;;;;True;Herbar W. Schwabe;False;;;True;Insel Viti Levu, Suva;False;;;;;;;-18.1415884 , 178.4421662;;;;False
B;Herbarium Berolinense;B 10 1022691;4;7214750;Zingiberaceae;Alpinia;sp.;;Malaysia;;;;False;Sabah;;;False;;;;;09/08/1964 - 09/08/1964;;;Collenette;;;;;;;894;;;True;;;True;"Kinabalu; Layang-Layang-Mesilau. West-Route. just above camp, Mesilau East, Altitude 6,500 ft. Riverbank, under overhanging trees, damp & shady.";False;False;;;;;;6.045202399414442 , 116.59654855728151;;;;False
B;Herbarium Berolinense;B 10 1022690;4;7214750;Zingiberaceae;Alpinia;sp.;;Malaysia;False;;;;Sabah;;;;;;;;10/03/1970 - 10/03/1970;;;H. P. Nooteboom & Aban;;;;;;;1527;;;True;;;True;Kinabalu, Penibukan (Bahandoi) Sgei Tahubang, Alt. 900 m. Forest.;;False;;;;;;5.967973178575129 , 116.56236648559572;;;;
B;Herbarium Berolinense;B 10 0140118;4;7214750;Zingiberaceae;Alpinia;sp.;;Vietnam;False;;;;Quảng Ninh;;;False;;;;;18/05/1940 - 05/07/1940;False;False;W. T. Tsang;;False;;;;;29833;False;;True;;;True;Sai Wong Mo Shan (Sai Vong Mo Leng), Lung Wan Village  Dam-ha, Tonkin;False;;;;;;;21.433 , 107.533;;;;False
B;Herbarium Berolinense;B 10 1022723;4;7214750;Zingiberaceae;Alpinia;sp.;;Papua-Neuguinea;False;;;;;;;True;;;;;07/09/1960 - 07/09/1960;False;False;Ernst Borgmann;;False;;;;;136;False;Sammlung: Ernst Borgmann SVD;False;;;True;Komanemambuno, ca. 2900 m;False;;;;;;;-5.794312509472404 , 145.04287719726565;;;;False
B;Herbarium Berolinense;B 10 1022713;4;7214750;Zingiberaceae;Alpinia;sp.;;Papua-Neuguinea;False;;;;Simbu;;;;;;;;08/09/1960 - 08/09/1960;False;False;Ernst Borgmann;;False;;;;;140;False;Sammlung: Ernst Borgmann SVD;False;;;True;Komanemambuno, ca. 2900 m;False;;;;;;;-5.811795880984087 , 145.08201599121097;;;;
B;Herbarium Berolinense;B 10 1022792;4;7214750;Zingiberaceae;Costus;claviger;;Brasilien;False;;;False;Acre;;;;;;;;27/10/1966 - 27/10/1966;False;False;G. T. Prance, B. S. Pena & J. F. Ramos;;False;;;;;2917;False;;True;P. J. M. Maas;;False;North bank of Rio Juruá, opposite Cruzeiro do Sul. Disturbed varzea forest.;False;;;;;;;-7.613933316686979 , -72.6328468322754;;;;False
B;Herbarium Berolinense;B 10 1022822;4;7214750;Zingiberaceae;Costus;lima var. scabremarginatus;;Ecuador;False;;;;Chimborazo;;;;;;;;28/11/1933 - 28/11/1933;False;False;Schimpff;;False;;;;;525;False;H. J. F. Schimpf;False;P. J. M. & H. Maas;;False;Südlich v. Naranjirpata [Naranjapata];False;;;;;;;-2.2771321875704835 , -79.08907413482667;;;;False
B;Herbarium Berolinense;B 10 0311239;4;7214750;Zingiberaceae;Costus;dubius;;Togo;False;;;;Plateaux;;;False;;;;;29/04/1978 - 29/04/1978;False;False;M. Hakki, B. Leuenberger et C. Schiers;;False;;;;;551;False;Museum botanicum Berolinense;False;P. J. M. & H. Maas;;False;Akposso-Plateau, 1,5 km S von Kouniohou, Bachlauf mit Waldrest zwischen Kulturland;False;;;;;;;7.6369 , 0.793;;;;False
B;Herbarium Berolinense;B 10 1022837;4;7214750;Zingiberaceae;Costus;productus var. productus;;Peru;False;;;;San Martin;;;;;;;;19/08/1984 - 19/08/1984;False;False;Jose Schunke;;False;;;;;14118;False;;True;H. Maas & P. J. M. Maas;;False;Quebrada de Huaquisha, cerca al Fundo del Sr. Julio Ortiz Rengifo. Prov. Mariscal Cáceres, Tocache Nuevo. En besque secundario, terreno húmedo. Altitud: S. N. Mar 500-600 Metros.;False;;;;;;;-7.150375146384872 , -77.1039390563965;;;;False
B;Herbarium Berolinense;B 10 1022861;4;7214750;Zingiberaceae;Costus;scaber;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;03/02/1984 - 03/02/1984;;;J. J. de Granville, C. C. Berg, M. J. Jansen-Jacobs, J. van Setten;;;;;;;6482;;Herbier du Centre ORSTOM, Cayenne - Guyane;;P. J. M. Maas;;;"Montagne de la Trinité, sommet NE top of ""table mountain"", low forest on lateritic crust, ca. 620 m";;False;;;;;;4.621084314280522 , -53.403124809265144;;;;False
B;Herbarium Berolinense;B 10 1022908;4;7214750;Zingiberaceae;Curcuma;sp.;;Indonesien;;;;False;West Papua;;;False;;;;;01/03/1976 - 01/03/1976;;;P. Hiepko et W. Schultze-Motel;;;;;;;1238;;Museum botanicum Berolinense;;R. M. Smith;;;West-Irian, Eipomek-Tal: Umgebung von Malingdam, von Einheimischen gebracht. Höhe ü. d. M.: 1900 m;;False;;;;;;-4.416666666666667 , 140.01666666666668;;;;
B;Herbarium Berolinense;B 10 1022907;4;7214750;Zingiberaceae;Curcuma;sp.;;Tansania;False;;;;Iringa;;;;;;;;01/03/1931 - 01/03/1931;False;False;H. J. Schlieben;;False;;;;;1404;False;;True;;;True;Lupembe Bez. Iringa;False;;;;;;;-9.2658594 , 35.2418017;;;;False
B;Herbarium Berolinense;B 10 0140296;4;7214750;Zingiberaceae;Etlingera;sp.;;Malaysia;False;;;;Sarawak;;;;;;;;19/12/1988 - 19/12/1988;False;False;Kessler;;False;;;;;256;False;;True;Kessler;;False;1st Division, vicinity of Kampong Segu Bubuk, 21 mile, Penrissen road, Alt. up to 250 m.;False;;;;;;;1.3462162968592513 , 110.32572984608125;;;;
B;Herbarium Berolinense;B 10 0140297;4;7214750;Zingiberaceae;Etlingera;sp.;;Malaysia;False;;;;Sarawak;;;;;;;;19/12/1988 - 19/12/1988;False;False;Kessler;;False;;;;;256;False;;True;Kessler;;False;Vicinity of Kampong Segu Bubuk, 21 mile, Penrissen road. Alt. up to 250 m, limestone.;False;;;;;;;1.505638144228485 , 110.32161712646484;;;;
B;Herbarium Berolinense;B 10 1022004;4;7214750;Xyridaceae;Xyris;montivaga;;Brasilien;False;;;;Minas Gerais;;;;;;;;01/01/1819 - 31/12/1819;False;False;;;True;;;;;c 281;False;Ex herb. Kunth,Ex reliquis Sellowianis;False;Conert;;False;Brasilia meridionalis, Sª [Serra] da Carassa;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0140293;4;7214750;Zingiberaceae;Globba;sp.;;Malaysia;;;;False;Sarawak;;;False;;;;;17/12/1988 - 17/12/1988;;;Kessler;;;;;;;218;;;True;Kessler;;;1st Division, Bukit Majung, Tebakang, Alt. up to 200 m. Secondary forest, sometimes swampy, near limestone hills.;;False;;;;;;1.1039899 , 110.5113842;;;;
B;Herbarium Berolinense;B 10 0140121;4;7214750;Zingiberaceae;Alpinia;vanoverberghii;;Philippinen;False;;;;Mountain Province;;;;;;;;28/04/1914 - 28/04/1914;False;False;Morice Vanoverbergh;;False;;;;;573;False;Ex Herb. Marburg;False;;;True;Bontoc Subprovince, Luzon;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022141;4;7214750;Xyridaceae;Xyris;umbilonis;;Sambia;;;;False;Northern;;;False;;;;;19/01/1960 - 19/01/1960;;;Mrs. H. M. Richards [i.e. Mary Alice Eleanor Richards];;False;;;;;12426;;;True;;;True;Mporokoso District, Mporokoso-Sanga Hill Road. Alt. 1330 m. In grassland and swamp, growing in wet depression.;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0029195;4;7214750;Xyridaceae;Xyris;umbilonis;;Südafrika;False;;;;Mpumalanga;;;;;;;;19/11/1958 - 19/11/1958;False;False;Killick & Strey;;False;;;;;2699;False;National Herbarium Pretoria, South Africa;False;;;True;Prov. Transvaal, Dist. Pilgrimsrest, Mariepskop Area. Occasional in vlei on summit of Magalieskop [Magale]. Wet humussand.;False;;;;;;;-24.5742 , 30.8983;;;;False
B;Herbarium Berolinense;B 10 1022749;4;7214750;Zingiberaceae;Amomum;sp.;;Indonesien;;;;False;North Sumatra;;;False;;;;;;;True;H. S. Yates;;;;;;;1984;;;True;;;True;Mt. Sibayak;;False;;;;;;3.2393249 , 98.5046913;;;;
B;Herbarium Berolinense;B 10 1022747;4;7214750;Zingiberaceae;Amomum;sp.;;Philippinen;False;;;;Davao Oriental;;;;;;;;01/03/1927 - 30/04/1927;False;False;M. Ramos, G. Edaño;;False;;;;;;True;;True;;;True;Mati Davao Province Mindanao;False;;;;;;;6.940059334882694 , 126.23565673828126;;;;False
B;Herbarium Berolinense;B 10 1022744;4;7214750;Zingiberaceae;Amomum;sp.;;Thailand;False;;;;Chonburi(ชลบุรี);;;;;;;;30/03/1920 - 30/03/1920;False;False;A. F. G. Kerr;;False;;;;;4127;False;;True;Kai Larsen;;False;Svirucha, Ban Dan. Altitude: c. 30 m.;False;;;;;;;13.174528099248011 , 100.93854188919069;;;;False
B;Herbarium Berolinense;B 10 1022742;4;7214750;Zingiberaceae;Amomum;sp.;;Papua-Neuguinea;False;;;;Simbu;;;False;;;;;23/11/1960 - 23/11/1960;False;False;Ernst Borgmannn;;False;;;;;395;False;Ernst Borgmann;False;;;True;Engwegl, ca 2300 m;True;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022740;4;7214750;Zingiberaceae;Amomum;sp.;;Papua-Neuguinea;;;;False;Southern Highlands;;;False;;;;;04/09/1966 - 04/09/1966;;;W. Schiefenhövel;;;;;;;109;;Herb. Lugd. Bat.;;;;True;East New Guinea, near Didessa;;False;;;;;;-6.5049 , 142.8181;;;;
B;Herbarium Berolinense;B 10 1022767;4;7214750;Zingiberaceae;Cautleya;sp.;;Nepal;False;;;;Bagmati;;;False;;;;;04/09/1966 - 04/09/1966;False;False;H. J. Lange;;False;;;;;64;False;;True;Kai Larsen;;False;Kathmandu-Valley, Godawari, Phulshok [Phulchoki], 2800 m;False;;;;;;;27.5961 , 85.3357;;;;False
B;Herbarium Berolinense;B 10 1022760;4;7214750;Zingiberaceae;Boesenbergia;rotunda;;Indonesien;False;;;;East Java;;;;;;;;01/01/1886 - 31/12/1887;False;False;O. Warburg;;False;;;;;3668;False;;True;Kai Larsen;;False;Kediri;False;;;;;;;-7.8057219 , 112.16852174866582;;;;False
B;Herbarium Berolinense;B 10 0270579;4;7214750;Zingiberaceae;Costus;claviger;;Französisch-Guayana;False;;;;(Guyane Française);;;;;;;;23/02/2005 - 23/02/2005;False;False;Granville J. J. de, Crozier F., Vanderplank J.;;False;;;;;16935;False;;True;Granville J. J. de;;False;Monts Kotika, plateau latéritique sommital. Alt: 730 m;False;;;;;;;3.9361111111111113 , -54.18611111111111;;;;False
B;Herbarium Berolinense;B 10 1022789;4;7214750;Zingiberaceae;Costus;claviger;;Französisch-Guayana;False;;;;(Guyane Française);;;;;;;;28/01/1984 - 28/01/1984;False;False;J. J. de Granville, C. C. Berg, M. J. Jansen-Jacobs, J. van Setten;;False;;;;;6335;False;;True;P. J. M. Maas;;False;Montagne de la Trinité, sommet NE in undergrowth of high forest along trail between camp 4 and 3 (ca 1-2 km);False;;;;;;;4.677777777777778 , -53.26111111111111;;;;False
B;Herbarium Berolinense;B 10 1022774;4;7214750;Zingiberaceae;Costus;arabicus;;Brasilien;;;;False;Minas Gerais;;;False;;;;;01/01/1849 - 31/12/1849;False;;A. F. Regnell;;;;;;;III 1213;;;True;P. J. M. Maas;;;Uberava [Uberaba];;False;;;;;;-19.750833 , -47.936666;;;;
B;Herbarium Berolinense;B 10 1022810;4;7214750;Zingiberaceae;Costus;laevis;;Guatemala;False;;;;Alta Verapaz;;;;;;;;01/07/1901 - 31/07/1901;False;False;H. von Tuerckheim;;False;;;;;;True;;True;P. J. M. Maas;;False;Cubilguitz. Depart. Alta Verapaz.  alt 350 m;False;;;;;;;15.667750801248008 , -90.42943239212038;;;;False
B;Herbarium Berolinense;B 10 1022802;4;7214750;Zingiberaceae;Costus;guanaiensis var. macrostrobilus;;Puerto Rico;False;;;;(Porto Rico);;;;;;;;01/05/1883 - 31/05/1883;False;False;Eggers;;False;;;;;1289;False;;True;P. J. M. Maas;;False;In shady places, El Sobrante, 1800', Portorie;True;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0740926;4;7214750;Zingiberaceae;Costus;pulverulentus;;Honduras;False;;;;Atlántida;;;;;;;;18/03/2015 - 18/03/2015;False;False;S. Fuentes, L. Ferrufino y W. Zuniga;;False;;;;;1245;False;;True;L. Ferrufino, G. Sandoval & O. Oyuela;;False;Tela, Tornabe, orilla del camino principal, Bosque tropical siempreverde latifoliado, alt.: 30 m;False;;;;;;;15.789694444444445 , -87.53206666666667;;;;False
B;Herbarium Berolinense;B 10 1022829;4;7214750;Zingiberaceae;Costus;macranthus;;Tansania;False;;;;Mbeya;;;;;;;;27/11/1899 - 27/11/1899;True;False;[Walter Goetze];;False;;;;;1488;False;;True;;;True;Kondeland: im Kivirathal, am Kasimulohügel im Buschwald bei 600 m ü. M.;False;;;;;;;-9.452406122889808 , 33.66301059722901;;;;False
B;Herbarium Berolinense;B 10 1022881;4;7214750;Zingiberaceae;Costus;spiralis;;Französisch-Guayana;False;;;;(Guyane Française);;;False;;;;;21/08/1985 - 21/08/1985;False;False;J. J. de Granville, L. Allorge, G. Cremers, A. R. A. Görts-van Rijn et J. F. Kodjoed-Bonneton;;False;;;;;7707;False;;True;;;True;Montagne Bellevue de l'Inini. Zone centrale, versant à vent, à proximité du sommet. Alt. 700 à 750 m. Forêt submontagnarde sur pente. Herbe poussant dans un chablis.;;False;;;;;;3.5429336746505857 , -53.57979655265808;;;;False
B;Herbarium Berolinense;B 10 0527256;4;7214750;Zingiberaceae;Costus;spiralis;;Venezuela;False;;;;Miranda;;;;;;;;17/04/2005 - 17/04/2005;False;False;Meier, W. & Forbes, G.;;False;;;;;11389;False;Herbario Nacional de Venezuela (VEN);False;P. J. M. Maas;;False;Cordillera de la Costa: Macizo del Ávila: vertiente sur: al este de Guatire: al noreste de Araira: a lo largo de la carretera Araira-Salmerón-Los Venados, 850-900 m s.n.m.;False;;;;;;;10.496388888888887 , -66.36277777777777;;;;False
B;Herbarium Berolinense;B 10 1022876;4;7214750;Zingiberaceae;Costus;speciosus;;Indonesien;False;;;;Riau Islands;;;;;;;;01/07/1919 - 01/07/1919;False;False;Bünnemeyer;;False;;;;;6525;False;;True;Beumée;;False;T. g.[Tanjung] Pinang. Riouw Arch. P. Bintan  ± 2 m;False;;;;;;;0.9341398259916389 , 104.50057983398439;;;;False
B;Herbarium Berolinense;B 10 1022904;4;7214750;Zingiberaceae;Curcuma;stenochila;;Thailand;False;;;;Chaiyaphum(ชัยภูมิ);;;False;;;;;05/08/1972 - 05/08/1972;False;False;Kai Larsen, Supee S. Larsen, I. Nielsen & T. Santisuk;;False;;;;;31438;False;;True;K. Larsen;;False;Eastern: Near Chulaphorn Dam. alt. 600 m;False;;;;;;;16.5223 , 101.7179;;;;
B;Herbarium Berolinense;B 10 1022900;4;7214750;Zingiberaceae;Curcuma;longa;;Neukaledonien;False;;;;(Nouvelle-Calédonie);;;;;;;;01/03/1869 - 31/03/1869;False;False;M. Balansa;;False;;;;;942;False;;True;;;True;Bourail, dans le fond des valleés.;False;;;;;;;-21.5669549 , 165.4968115;;;;False
B;Herbarium Berolinense;B 10 1022919;4;7214750;Zingiberaceae;Elettaria;scottiana;;Australien;False;;;;Queensland;;;;;;;;10/11/1958 - 10/11/1958;False;False;H. und E. Walter;;False;;;;;2318;False;Herbarium H. u. E. Walter;False;S. T. Blake;;False;Koolmoon Creek bei Tully Falls, Regenwald;False;;;;;;;-17.7774465 , 145.560812;;;;False
B;Herbarium Berolinense;B 10 1022959;4;7214750;Zingiberaceae;Globba;sp.;;Indonesien;False;;;;West Sumatra;;;;;;;;11/04/1990 - 11/04/1990;False;False;S. Dressler;;False;;;;;;True;Herbarium des Bereiches Botanik und Arboretum des Museums für Naturkunde an der Humboldt-Universität zu Berlin;False;S. Dressler;;False;West Pasaman Gebiet, Mt. Ophir, Bergregenwald, terrestrisch, am Fluss Batang Toman;False;;;;;;;0.06160853588516314 , 100.070858001709;;;;False
B;Herbarium Berolinense;B 10 1022956;4;7214750;Zingiberaceae;Globba;sp.;;Malaysia;False;;;;Sarawak;;;;;;;;26/03/1970 - 26/03/1970;False;False;H. P. Nooteboom & P. Chai;;False;;;;;01703;False;;True;;;True;Kalabit Highlands, Bario, Arul Talun hill;False;;;;;;;3.7391 , 115.4434;;;;False
B;Herbarium Berolinense;B 10 1022571;4;7214750;Zingiberaceae;Aframomum;albiflorum;;Tansania;False;;;;Iringa;;;;;;;;02/04/1931 - 02/04/1931;False;False;H. J. Schlieben;;False;;;;;553;False;;True;;;True;Lupembe, Bez. Iringa, Urwald;False;;;;;;;-9.2658594 , 35.2418017;;;;False
B;Herbarium Berolinense;B 10 1022665;4;7214750;Zingiberaceae;Alpinia;parksii;;Fidschi;False;;;;Northern;;;;;;;;06/01/1941 - 06/01/1941;False;False;Otto Degener;;False;;;;;14043;False;Ex Herbarium Otto Degener;False;;;True;Vatunivuamonde Mt., Savu Savu, Vanua Levu, Fiji. Open forest at 1000 ft.;False;;;;;;;-16.7452905651597 , 179.39300537109378;;;;False
B;Herbarium Berolinense;B 10 1022729;4;7214750;Zingiberaceae;Amomum;granum-paradisi;"""Kein Etikett/leeres Etikett""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1022766;4;7214750;Zingiberaceae;Cautleya;gracilis;;Indien;;;;False;West Bengal;;;False;;;;;11/07/1980 - 11/07/1980;;;Udai C. Pradhan & B. M. Rai;;;;;;;30;;;True;A. J. C. Grierson;;;"Plants of Singalila Ridge, Simana to Maneybhanjang; ca. 2100m.";;False;;;;;;26.988075664978666 , 88.12932014465333;;;;
B;Herbarium Berolinense;B 10 1022761;4;7214750;Zingiberaceae;Boesenbergia;tenuispicata;;Thailand;False;;;;Surat Thani(สุราษฎร์ธานี);;;;;;;;23/07/1972 - 23/07/1972;False;False;Kai Larsen, Supee S. Larsen, I. Nielsen & T. Santisuk;;False;;;;;31265;False;;True;Kai Larsen;;False;Ao Luk.  Between Phangnga and Krabi. Evergreen forest along stream. On limestone. alt. 50 m;False;;;;;;;8.417 , 99.25;;;;False
B;Herbarium Berolinense;B 10 1022759;4;7214750;Zingiberaceae;Boesenbergia;prainiana;;Thailand;False;;;;Narathiwat(นครศรีธรรมราช);;;;;;;;18/10/1970 - 19/10/1970;False;False;Ch. Charoenphol, Kai Larsen & E. Warncke;;False;;;;;3987;False;;True;Kai Larsen;;False;Peninsular: Chatvarin Falls at Sungai Padi. Evergreen forest along stream.;False;;;;;;;6.066666666666666 , 101.86666666666666;;;;False
B;Herbarium Berolinense;B 10 1022754;4;7214750;Zingiberaceae;Boesenbergia;plicata;;Thailand;False;;;;Trang(ตรัง);;;False;;;;;09/10/1970 - 09/10/1970;False;False;Ch. Charoenphol, Kai Larsen & E. Warncke;;False;;;;;3493;False;Herbarium Jutlandicum (AAU) Botanisk Institut Aarhus Universitet;False;Kai Larsen;;False;Khao Chong;False;;;;;;;7.5333 , 99.75;;;;False
B;Herbarium Berolinense;B 10 1022784;4;7214750;Zingiberaceae;Costus;arabicus;;Venezuela;False;;;;Amazonas;;;;;;;;28/05/1978 - 28/05/1978;False;False;Otto Huber;;False;;;;;1817;False;;True;P. J. M. Maas;;False;Depto. Atabapo, sabanas y bosques ribereño en los arededores de Canaripó, en la margen izquierda (Sur) del bajo Río Ventuari, a unos 20 km. al E de la confluencia con el río Orinoco. Alt.: 98 m s.n.m.;False;;;;;;;4.05 , -66.817;;;;
B;Herbarium Berolinense;B 10 1022779;4;7214750;Zingiberaceae;Costus;arabicus;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;18/07/1995 - 18/07/1995;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, C. Simmons, A. Jacobs-Brouwer, V. James, R. Andrew;;False;;;;;4570;False;;True;P. J. M. Maas;;False;Kanuku Mts., Moco Moco R., Savanna near Moco Moco Village, 130 m.;;False;;;;;;3.3 , -59.65;;;;False
