specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;apocynaceae_scientific_name - scientific_name;apocynaceae_scientific_name - species_name_not_in_list;apocynaceae_scientific_name - genus_name_not_in_list;apocynaceae_scientific_name - not_sure;apocynaceae_scientific_name - no_info
B;Herbarium Berolinense;B101124498;10;8501351;Apocynaceae;indet.;sp.;;Frankreich;False;;;;Corse;;;;20/07/1938 - 20/07/1938;False;False;Rauh;;False;;True;Baschant;;False;Casamoza [Casamozza];False;;Baschant;False;42.5201784 , 9.4403118;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124497;10;8501351;Apocynaceae;indet.;sp.;;Frankreich;False;;;;Corse;;;;;;True;Reverchon;;False;;True;;;True;Corsica;;False;Baschant;False;;;;;True;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124496;10;8501351;Apocynaceae;indet.;sp.;;Frankreich;False;;;;Corse;;;;15/06/1987 - 15/06/1987;False;False;R. Vogt;;False;6312;False;;;True;Corse du Sud: Porto Vecchio - Solenzara (N-198), Straßenrand ca. 3km N von Favone, ca. 20m.;;False;Robert Vogt;False;41.793288 , 9.396323;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124495;10;8501351;Apocynaceae;indet.;sp.;;Frankreich;False;;;;Corse;;;;26/05/1986 - 26/05/1986;False;False;R. Vogt;;False;4344;False;;;True;Corse du Sud: Strand von Porto.;False;;Robert Vogt;False;42.265845512728745 , 8.692052364349367;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124494;10;8501351;Apocynaceae;indet.;sp.;;Spanien;;;;False;Alicante;;;False;31/08/1976 - 31/08/1976;;;M. Ladero;;;;True;M. Ladero;;;Denia, végétation nitrophile vivace;;False;;True;38.839969 , 0.106606;;;;;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124493;10;8501351;Apocynaceae;indet.;sp.;;Spanien;False;;;;Cádiz;;;False;16/07/1887 - 16/07/1887;False;False;Elisée Reverchon;;False;29;False;Rouy;;False;L'Andalousie. Algeciras, dans les marais.;;False;Elisée Reverchon;False;36.162826112510054 , -5.442352294921876;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101008236;10;8501351;Apocynaceae;indet.;sp.;;Spanien;False;;;;Cádiz;;;;16/07/1887 - 16/07/1887;False;False;Elisée Reverchon;;False;29;False;;;True;Algeciras, dans les marais.;False;;Elisée Reverchon;False;36.130585 , -5.455097;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124490;10;8501351;Apocynaceae;indet.;sp.;;Spanien;False;;;;Cádiz;;;;11/07/1887 - 11/07/1887;False;False;Rouy;;False;29;False;;;True;L'Andalousie. Algeciras, dans les marais.;False;;Elisée Reverchon;False;36.130407 , -5.455422;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124492;10;8501351;Apocynaceae;indet.;sp.;;Spanien;;;;False;Cádiz;;;False;18/04/1926 - 18/04/1926;;;Harald Lindberg;;;674;False;;;True;Algeciras, in ripa rivuli juxta prad. Cobre.;False;False;Harald Lindberg;;36.119326 , -5.477384;;;;;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124491;10;8501351;Apocynaceae;indet.;sp.;;Portugal;False;;;;Faro;;;;20/12/1938 - 20/12/1938;False;False;W. Rothmaler;;False;14335;False;;;True;Prov. Algarve. Monchique ad margines rivulorum prope Porto de Lagos, frequens. 100 m. s. m.;False;;Werner Rothmaler;False;37.199281 , -8.528065;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124489;10;8501351;Apocynaceae;indet.;sp.;;Portugal;False;;;;Madeira;;;;03/11/1996 - 03/11/1996;False;False;Royl;;False;825;False;Th. Raus;;False;Porto Santo, Ostküste, Serra de Fora, Tuffstein, 60 m;;False;;True;33.08454 , -16.308596;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124488;10;8501351;Apocynaceae;indet.;sp.;;Spanien;False;;;;Cádiz;;;;28/05/1992 - 28/05/1992;False;False;Ch. & R. Vogt;;False;9270;False;;;True;Tarifa, Dünen und Strand (bzw. Kiefernwald) ca. 10 km nordwestlich Tarifa, ca. 1-5 m.;False;;;True;36.06543950183957 , -5.69967269897461;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B100423623;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;False;16/06/1975 - 16/06/1975;False;False;P. C. M. Jansen;;False;1562;False;P. C. M. Jansen;;False;Harerge, between Alemaya and Dire Dawa, about halfway. Overgrazed, rocky area. Alt: 1400 m;False;;;True;9.4666667 , 41.916666666666664;;;;False;Gomphocarpus fruticosus subsp. flavidus (N.E.Br.) Goyder;;;;
B;Herbarium Berolinense;B101124560;10;8501351;Apocynaceae;indet.;sp.;;Portugal;False;;;;Madeira;;;;01/01/1857 - 31/12/1857;False;False;M. Mason;;False;130;False;;;True;;;True;;True;;;;;True;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124561;10;8501351;Apocynaceae;indet.;sp.;;Namibia;;;;False;Khomas;;;False;05/06/1963 - 05/06/1963;;;R. Seydel;;;3538;False;;;True;Südwest-Afrika. Windhuk Bergland ca. 1600 m. Avis;;False;R. Seydel;;-22.574841 , 17.125057;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124562;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;05/06/1963 - 05/06/1963;False;False;R. Seydel;;False;3538;False;;;True;Windhuk, Bergland Avis, Altitudo: ca 1600m;False;;R. Seydel;False;-22.574709 , 17.125322;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124559;10;8501351;Apocynaceae;indet.;sp.;;Algerien;False;;;;Constantine;;;;14/05/1855 - 14/05/1855;False;False;S. Choulette;;False;;True;;;True;Piscines du Sidi-Mécid à Constantine.;False;;;True;36.376797 , 6.608933;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124558;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Ecklon et Zeyher;;False;;True;;;True;Kapland;False;;Treviranus;False;;;;;True;Gomphocarpus R.Br.;;;;
B;Herbarium Berolinense;B101124557;10;8501351;Apocynaceae;indet.;sp.;;Spanien;False;;;;Santa Cruz de Tenerife;;;;;;True;W. Hillebrand;;False;18;False;;;True;Tenerifa;False;;J. Ullepitsch;False;;;;;True;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124556;10;8501351;Apocynaceae;indet.;sp.;;Algerien;False;;;;Jijel;;;;15/07/1861 - 15/07/1861;False;False;H. de la Perraudière;;False;;True;Coss. [Cosson];;;In alluviis amnis Oued el Kebir supra El Miliah. Kabyliae orientalis castellum.;False;;;True;36.779285 , 6.24008;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B100013845;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Gauteng;;;;03/10/1997 - 03/10/1997;False;False;R. A. Reddy, K. B. Reddy & P. Reddy;;False;620;False;R. A. Reddy;;False;The Witwatersrand. Roodepoort District, 2 km NE of WWR Botanical Garden, Stallion Road, Ruimsig Entomological Reserve. Lower end of Reserve. Alt.: 001630 m. On basalt. Flat grassland.;False;;;True;-26.078774 , 27.8534;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B100048948;10;8501351;Apocynaceae;indet.;sp.;;Simbabwe;;;;False;Manicaland;;;False;12/12/1960 - 12/12/1960;;;Pole Evans, I. B.;;;6006;;;;True;Southern Rhodesia: From whaleback at turn off from main Bonda road to Leopard Koppie.;;False;;True;;;;;;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124545;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;10/09/1965 - 10/09/1965;False;False;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;8042;False;G. J. H. Amshoff;;False;Lower slopes of Mt. Cilalo, near Asella. Alt.: ± 2000 m. Open, rocky place.;False;;;True;7.91552 , 39.251329;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124546;10;8501351;Apocynaceae;indet.;sp.;;Marokko;False;;;;Tanger-Tétouan-Al Hoceïma;;;;26/06/1977 - 26/06/1977;False;False;F. Damblon;;False;77/69;False;J. Damblon;;False;Graviers ripuaires, bord d'oued Afertane, Oued Laou près de Bou Ahmed;False;;Freddy Damblon;False;35.351976 , -5.182065;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124544;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;05/04/1966 - 05/04/1966;False;False;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;10551;False;G. J. H. Amshoff;;False;Near Nazareth [Adama]. Alt.: ± 1800 m. Roadside, open rocky place.;False;;;True;8.529068 , 39.273514;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124543;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Dire Dawa;;;;07/12/1968 - 07/12/1968;False;False;J. J. F. E. de Wilde;;False;4160;False;G. J. H. Amshoff;;False;"About 6 km. on the road from Dire Dawa to Harar, in dry riverbed (wadi) crossing the road. Alt.: ± 1300 m. Bushes with some Acacia trees, partly in riverbed, partly on the lower slopes. Coarse; sandy soil. Many Opuntia's. Heavily grazed area";False;;;True;9.55 , 41.86666666666667;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124542;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Dire Dawa;;;;30/11/1968 - 30/11/1968;False;False;J. J. F. E. De Wilde;;False;4110;False;G. J. H. Amshoff;;False;Dry, rolling limestone hills, about 5 km. S. of Dire Dawa. Gravelly soil. Open country with low shrubs, very rarely a small tree. Vegetation much browsed by cattle everywhere. Alt.: ± 1300 m.;False;;;True;9.55 , 41.86666666666667;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124541;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;01/03/1955 - 31/03/1955;False;False;S. R. Semsei;;False;1989;False;;;True;Tanganyika, E. Province, Chenzema, Uluguru Mts.;False;;;True;-7.104335 , 37.587092;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124540;10;8501351;Apocynaceae;indet.;sp.;;Kenia;False;;;;Rift Valley;;;;26/09/1953 - 26/09/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;4453;False;;;True;Shoulder of Limutit, Londiani-Fort Ternan road, Kisumu-Londiani District, 2600 m. Grassland on stony hillside with scattered small shrubs.;False;;;True;-0.113468 , 35.526702;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B100048884;10;8501351;Apocynaceae;indet.;sp.;;Simbabwe;False;;;;Manicaland;;;;12/12/1960 - 12/12/1960;False;False;Pole Evans, I. B.;;False;6006;False;;;True;Southern Rhodesia: From whaleback at turn off from main Bonda road to Leopard Koppie.;;False;;True;;;;;;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124555;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;North West;;;;21/01/1999 - 21/01/1999;False;False;K. Balkwill, D. A. McCallum & G. Campbell-Young;;False;10821;False;K. Balkwill;;False;Rustenburg District, Rustenburg Platinum. Amplats. Rustenburg Base Metals Refinery. South of chimney stack. Alt.: 1050 m. Whalebacks.;False;;;True;-25.68536 , 27.3253;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124551;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;False;06/05/1957 - 06/05/1957;;;R. Seydel;;False;1113;False;;;True;Namibrand, Karibib. An feuchten Stellen häufig. Karibib b. Wasserreservoir. Altitudo: 1150 m;False;;R. Seydel;False;-21.93468531898228 , 15.825891494750978;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124552;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;06/05/1957 - 06/05/1957;False;False;R. Seydel;;False;1113;False;;;True;Südwest-Afrika. Karibib, Reservoir, ca. 1200 m.;False;;R. Seydel;;-21.9413 , 15.8441;;;;;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124553;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;06/05/1957 - 06/05/1957;False;False;[R. Seydel];;False;1113;False;;;True;Karibib, Reservoir, ca. 1200 m.;False;;R. Seydel;False;-21.939343664130536 , 15.858936309814455;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124554;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;16/11/1952 - 16/11/1952;False;False;H. + E. Walter;;False;103;False;Herbert Huber;;False;Südwestafrika. F. Hohenau, Bez. Windhoek. Am Stausee vor Humansberg;False;;H. u. E. Walter;False;-22.68853 , 17.495258;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124547;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;01/11/1963 - 01/11/1963;False;False;R. Seydel;;False;3719;False;;;True;Windhuk Bergland Avis. Haeufig an feuchten Stellen, beim Avis-Damm. Altitudo: ca 1600m;False;;R. Seydel;False;-22.575718 , 17.133206;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124548;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;01/11/1963 - 01/11/1963;False;False;R. Seydel;;False;3719;False;;;True;Windhuk Bergland. Avis. Haeufig an feuchten Stellen, beim Avis-Damm. Altitudo: ca 1600 m;;False;R. Seydel;;-22.576011 , 17.125079;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101037640;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;Mpumalanga;;;False;06/08/1997 - 06/08/1997;;;S. D. Williamson;;;475;;K. Balkwill;;;Carolina District, on the farm Sterkspruit 709 JT. On serpentine. Around adandoned Sterkspruit mine. On mine tailings.;;False;;True;-25.919649 , 30.69935;;;;;Gomphocarpus fruticosus subsp. fruticosus;;;;
B;Herbarium Berolinense;B101124539;10;8501351;Apocynaceae;indet.;sp.;;Uganda;False;;;;Kisoro;;;False;28/01/1939 - 28/01/1939;False;False;Mrs. M. V. Loveridge;;False;426;False;;;True;Nyakabande, alt. 6925 ft. On grass and scrub land.;False;;;True;-1.2872969226195932 , 29.745869636535648;;;;;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124538;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;26/04/1957 - 26/04/1957;False;False;H. F. Mooney;;False;7074;False;;;True;Near Nazareth (Moggio).[Adama (Mojo)] Alt. 5300 ft. In ditch by roadside.;False;;;True;8.55 , 37.28333333333333;;;;False;Gomphocarpus fruticosus (L.) W.T.Aiton;;;;
B;Herbarium Berolinense;B101124537;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Alaotra-Mangoro;;;;27/11/1959 - 27/11/1959;False;False;H-J Schlieben;;False;8072;False;;;True;Moramanga. Ca. 900 m ü. M. Regenwald-Gebiet, Buschsavanne. Sehr häufig;False;;;True;-18.948748 , 48.225707;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124536;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antananarivo;;;False;14/12/1959 - 14/12/1959;False;False;H-J Schlieben;;False;8162;False;;;True;Antsirabé. ca. 1400 m ü. M., Betafo, Grashochland.;False;;;True;-19.8385451 , 46.8562285;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124535;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Atsinanana;;;;05/10/1912 - 05/10/1912;False;False;R. Viguier et H. Humbert;;False;486;False;;;True;Province d'Andovoranto - District d'Anivorano. Coteaux autour d' Anivorano.;False;;;True;-18.734782 , 48.979467;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124534;10;8501351;Apocynaceae;indet.;sp.;;Marokko;;;;False;Tanger-Tétouan-Al Hoceïma;;;False;26/05/1930 - 26/05/1930;;;Font Quer;;;;True;;;True;in incultis pr. Tetauen;;False;;True;35.57832528796113 , -5.376605987548829;;;;;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124533;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;08/09/1965 - 08/09/1965;False;False;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;7969;False;G.J.H. Amshoff;;False;Near bridge crossing Awash River, about 20 km. S. of Nazareth.Alt.: ± 1500 m. On volcanic soil.;False;False;;True;8.480021 , 39.232184;;;;False;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B100245487;10;8501351;Apocynaceae;indet.;sp.;;Spanien;;;;False;Santa Cruz de Tenerife;;;False;25/05/1999 - 25/05/1999;;;Christian Stierstorfer;;;1003;;;;True;El Hierro, Sabinosa, UTM coordinates: 7294, 300 m;;False;;True;27.747588 , -18.0968006;;;;;Gomphocarpus fruticosus (L.) R.Br.;;;;
B;Herbarium Berolinense;B101124531;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;23/10/1963 - 23/10/1963;False;False;R. Seydel;;False;3703;False;;;True;Windhuk Bergland. Avis. Im Avisrivier. Altitudo: ca 1600 m;False;;R. Seydel;False;-22.575213 , 17.125343;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124532;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;23/10/1963 - 23/10/1963;False;False;R. Seydel;;False;3703;False;;;True;Südwest-Afrika. Windhuk Bergland, Avis, ca. 1600 m. Im Avisrivier.;False;;R. Seydel;False;-22.573931 , 17.124581;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124528;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;14/03/1963 - 14/03/1963;False;False;R. Seydel;;False;3436;False;;;True;Windhuk Bergland Avis. Im Avisrivier nah der Autobruecke. Altitudo: ca 1600m;False;;R. Seydel;False;-22.574583 , 17.125424;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124529;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;14/03/1965 - 14/03/1965;False;False;R. Seydel;;False;3436;False;;;True;Südwest-Afrika. Am Avisrivier. Windhuk Bergland, Avis ca 1600 m.;False;False;;True;-22.57533 , 17.124845;;;;False;Asclepias fruticosa L.;;;;
B;Herbarium Berolinense;B101124530;10;8501351;Apocynaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;14/03/1963 - 14/03/1963;False;False;R. Seydel;;False;3436;False;;;True;Windhuk Bergland Avis. Am Avisrivier. Altitudo: ca. 1600 m;False;False;R. Seydel;False;-22.574221 , 17.124646;;;;False;Asclepias L.;;;;
B;Herbarium Berolinense;B101124601;10;8501351;Apocynaceae;indet.;sp.;;Kenia;;;;False;Rift Valley;;;False;15/12/1958 - 15/12/1958;;;J. G. B. Newbould;;;3229;False;;;True;Samburu: Lowaweregoi. Alt. 4500'. On dry stony scrub. Covered hillsides;;False;;True;1.216729 , 37.155763;;;;;Gomphocarpus stenophyllus Oliv.;;;;
B;Herbarium Berolinense;B101124600;10;8501351;Apocynaceae;indet.;sp.;;Kenia;;;;False;Rift Valley;;;False;28/09/1986 - 28/09/1986;;;I. Hagemann, R. Claßen;;;3175;;H. Risse;;;Narok District, Loita Hills, an der Straße C 11 von Ewaso Ngiro nach Morijo, ca 10 km östlich von Morijo, Untergrund Quarz, 2200 m ü. M.;;False;;True;-1.602758 , 35.957515;;;;;Gomphocarpus stenophyllus Oliv.;;;;
B;Herbarium Berolinense;B100013844;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;;Vallée du Bandama;;;;22/06/1984 - 22/06/1984;False;False;L. Aké Assi;;False;16554;False;;;True;Bouaké, forêt de Kokondékro.;False;;;True;7.621788 , -5.039326;;;;False;Gomphocarpus solstitialis (A.Chev.) Bullock;;;;
B;Herbarium Berolinense;B101124595;10;8501351;Apocynaceae;indet.;sp.;;Ruanda;False;;;;;;;True;;;True;Kandt;;False;;True;;;True;D Ost Afrika, Ruanda.;;False;A. Peter, Reisen in Afrika 1913-1919;False;;;;;True;Gomphocarpus semilunatus A.Rich.;;;;
B;Herbarium Berolinense;B101124593;10;8501351;Apocynaceae;indet.;sp.;;Botswana;False;;;;North-West;;;;24/06/1973 - 24/06/1973;False;False;P. A. Smith;;False;644;False;;;True;Northern. Ngandinxeya Island. In open grassland. Common throughout the delta;False;;;True;-19.1083333 , 23.12;;;;False;Gomphocarpus rostratus (N.E.Br.) Bullock;;;;
B;Herbarium Berolinense;B101124587;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Southern Nations;;;;16/12/1952 - 16/12/1952;;False;J. B. Gillett;;False;14750;False;;;True;Valley east of Amaro Mts., S. Ethiopia, Alt. 4500 ft. Alluvial Acacia spirocarpa grassland, probably flooded in rains. Alt. 1320-1500 m. Lava ridges with Acacia-Commiphora-Combretum scrub alternating with Acacia spirocarpa etc. Capparidaceae tree-grassland on alluviam.;False;;;True;5.733333333333333 , 38.06666666666667;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124586;10;8501351;Apocynaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Ecklon et Zeyher;;False;;True;;;True;Kapland;False;;Treviranus;False;;;;;True;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124582;10;8501351;Apocynaceae;indet.;sp.;;Swasiland;False;;;;Lubombo;;;;25/06/1963 - 25/06/1963;False;False;Roy D. Bayliss;;False;1486;False;;;True;Altitude: 600 Feet. Ngwavuma. Widespread in dry areas;False;;;True;-27.132881 , 31.973093;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124583;10;8501351;Apocynaceae;indet.;sp.;;Äthiopien;False;;;;Oromia;;;;04/06/1965 - 04/06/1965;False;False;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;False;6948;False;G. J. H. Amshoff;;False;About 10 km. W. of Jimma. Alt.: ± 2000 m. Moist places along marsh.;False;;;True;7.6756152 , 36.7478779;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124585;10;8501351;Apocynaceae;indet.;sp.;;Kenia;False;;;;Rift Valley;;;;01/10/1986 - 01/10/1986;False;False;I. Hagemann, R. Claßen;;False;3222;False;H. Risse;;False;Nakuru District, ca 1 km westlich der Straße A 104 bei Gilgil, ca. 35 km südöstlich von Nakuru, trockenes Grasland, auf sandigen Böden, 1900m ü. M.;False;;;True;-0.497104 , 36.304814;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124581;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Rukwa;;;;19/03/1959 - 19/03/1959;False;False;Mrs. H. M. Richards;;False;12224;False;;;True;Tanganyika. Ufipa District. Nziga Plain, Muse [Muze]. Alt. 840 m. In long grass.;False;;;True;-7.675674 , 31.551028;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
B;Herbarium Berolinense;B101124580;10;8501351;Apocynaceae;indet.;sp.;;Kenia;False;;;;Rift Valley;;;;24/10/1955 - 24/10/1955;False;False;E. Milne-Redhead and P. Taylor;;False;7016;False;;;True;"Tanganyika: Masai District. Between Magadi and Olorgesaile in dry river bed in Acacia woodland;";False;;;True;-1.801195 , 36.367344;;;;False;Gomphocarpus physocarpus E.Mey.;;;;
