specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;scientific_name - scientific_name;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1176827;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Sud-Kivu;;;;;;;;01/02/1929 - 31/03/1929;False;False;H. Humbert;;False;7755;False;;True;;;True;;Montagnes a l'Ouest du Lac Kivu (Congo Belge) Forêt;False;;;;;;True
B;Herbarium Berolinense;B 10 1176824;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Maniema;;;False;;;;;15/12/1947 - 15/12/1947;False;False;A. Michelson;;False;749;False;;True;;;True;;Prov. Kivu, Terr. Mwinga. km. 95 de la route vers Kapanga, Alt.: 2200 m. Talus de la route, mousses sous les arbres - sol d'argile compacte entremêlés de schiste.;False;False;-4.4283572 , 26.6700323;;;;False
B;Herbarium Berolinense;B 10 1176819;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;False;;;;Nord-Kivu;;;;;;;;01/01/1932 - 31/01/1932;False;False;Jean Lebrun;;False;4760;False;Jean Lebrun;False;G. M. Schulze;;False;;Entre Kasindi et Lubango (Kibali-Ituri) Chaîne W. du Lac Edouard, 2390 m., ruisseau dans la forêt de montagne;;False;;;;;True
B;Herbarium Berolinense;B 10 1176820;7;7895457;Balsaminaceae;Impatiens;sp.;;Demokratische Republik Kongo;;;;False;Nord-Kivu;;;False;;;;;;;True;J. Lebrun;;;4760;False;;True;G. M. Schulze;;;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176822;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;Lebrun;;;4760;;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176821;7;7895457;Balsaminaceae;Impatiens;sp.;;;;;;True;;;;True;;;;;;;True;Leburn [Lebrun];;False;4760;False;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176818;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Sikkim;;;False;;;;;;;True;J. D. H. [Joseph Dalton Hooker];;;;True;;True;J. D. Hooker;;;;Sikkim. Regio. temp.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176817;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Maharashtra;;;;;;;;;;True;Stocks;;False;;True;A. Engler;False;J. D. Hooker;;False;;Malabar, Concan;False;;;;;;True
B;Herbarium Berolinense;B 10 1176816;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Maharashtra;;;False;;;;;;;True;Stocks;;;;True;;True;J. D. Hooker;;;;Concan. Regio. trop.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176815;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Sikkim;;;False;;;;;01/01/1857 - 31/12/1857;;;T. Thomson;;;5529;;;True;;;True;;Sikkim;;False;;;;;True
B;Herbarium Berolinense;B 10 1176814;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Sikkim;;;False;;;;;01/01/1847 - 31/12/1851;;;J. D. H. [Joseph Dalton Hooker];;;;True;;True;J. D. Hooker;;;;Sikkim. Regio temp. alt 7 - 8000 ped;;False;;;;;True
B;Herbarium Berolinense;B 10 1176813;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Meghalaya;;;False;;;;;;;True;J.D.H. & T.T. [J. D. Hooker & T. Thomson];;False;;True;Ind. Or. Hook. fil & Thomson. [Indiae orientalis J. D. Hooker & Th. Thomson];;J. D. Hooker;;False;;Khasia. Regio. temp. Alt. 5-6000 ped;;False;;;;;True
B;Herbarium Berolinense;B 10 1176876;7;7895457;Balsaminaceae;Impatiens;sp.;;Kenia;False;;;;Nyanza;;;;;;;;21/06/1949 - 21/06/1949;False;False;R. A. Maas Geesteranus;;False;5107;False;;True;Anonymous (Staff KEW);;False;;"Londiani Distr., Tinderet Forest Reserve, Camp 2, border of swamp, surrounded by tall forest; 2400 m s.m.";False;;-0.10833333333333334 , 35.483333333333334;;;;False
B;Herbarium Berolinense;B 10 1176877;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;21/08/1909 - 21/08/1909;False;False;Braun;;False;2850;False;;True;G. M. Sch. [Schulze];;False;;Kingo - Kwai West-Usambara;False;;-4.7251185 , 38.3453551;;;;False
B;Herbarium Berolinense;B 10 1176878;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;08/07/1966 - 08/07/1966;False;False;S. R. Semsei;;False;4084;False;;True;;;True;;Mazumbai forest, Lushoto District. Common on forest edge;False;;-4.799351305100113 , 38.508131504058845;;;;False
B;Herbarium Berolinense;B 10 1176879;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;18/04/1953 - 18/04/1953;;;R. B. Drummond and J. H. Hemsley;;False;2140;;;True;;;True;;Tanganyika: Lushoto District, Magamba-Mkuzi road, 3 miles N.E. of Lushoto, W. Usambaras. 1650 m. Field layer of upland rain forest.;False;;-4.758381328777876 , 38.310871124267585;;;;
B;Herbarium Berolinense;B 10 1176880;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;08/05/1953 - 08/05/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;2438;False;;True;;;True;;Tanganyika: Lushoto District, Bumbuli-Mazumbai road, W. Usambara. 1550 m. Bracken covered area on fringe of Agauria, Myrica low tree cover.;False;;-4.860031952956558 , 38.48828315734864;;;;
B;Herbarium Berolinense;B 10 1176881;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;12/06/1953 - 12/06/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;2907;False;;True;;;True;;Tanganyika: Lushoto District, Kwai valley. Ridge, North of Matondwe hill, at head of Kwai Valley, W. Usambaras. 2000 m. Shrub layer of Podocarpus-Ocotea upland rain forest, usually in areas with higher light intensity.;False;;-4.7250433106409115 , 38.329120874404914;;;;False
B;Herbarium Berolinense;B 10 1176883;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;18/07/1954 - 18/07/1954;False;False;H. G. Faulkner;;False;1468;False;;True;;;True;;Magamba - Kifungilo Rd. Alt. 5000 ft.;False;;-4.779296130950622 , 38.31772124818684;;;;False
B;Herbarium Berolinense;B 10 1176882;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;12/06/1953 - 12/06/1953;;;R. B. Drummond and J. H. Hemsley;;;2907;;;True;;;True;;Tanganyika: Lushoto District, Kway Valley;;False;-4.73079578390261 , 38.360309600830085;;;;
B;Herbarium Berolinense;B 10 1176908;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;10/03/1916 - 10/03/1916;;;A. Peter;;;16005;;A. Peter, Reisen in Afrika;;G. M. Schulze;;False;;D-Ost Afrika, W-Usambara: Urwald über Balangai, in Schluchten. c. 1280 m ü. M.;;False;-4.925068354396105 , 38.462448120117195;;;;
B;Herbarium Berolinense;B 10 1176910;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;10/03/1916 - 10/03/1916;;;A. Peter;;;16005;;A. Peter, Reisen in Afrika 1913-1915;;G. M. Schulze;;;;D-Ost Afrika, W-Usambara: Urwald über Balangai, in Schluchten. c. 1280 m ü. M.;;False;-4.925068 , 38.462448;;;;
B;Herbarium Berolinense;B 10 1176909;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;10/03/1916 - 10/03/1916;;;A. Peter;;;16005;;A. Peter, Reisen in Afrika;;G. M. Schulze;;;;D-Ost Afrika, W-Usambara: Urwald über Balangai, in Schluchten. c. 1280 m ü. M.;;False;-4.925 , 38.462;;;;
B;Herbarium Berolinense;B 10 1176907;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;10/03/1916 - 10/03/1916;False;False;A. Peter;;False;16005;False;A. Peter, Reisen in Afrika 1913-1915;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Urwald über Balangai, in Schluchten. c. 1280 m ü. M., V.2 Z.3;True;;-4.927439396123314 , 38.45989465713501;;;;False
B;Herbarium Berolinense;B 10 1176905;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;16/03/1916 - 16/03/1916;False;False;A. Peter;;False;16143;False;A. Peter, Reisen in Afrika 1913-1915;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Urwald Balangai → Sakarre. c. 1280 m ü. M., V.- Z.3;False;;-4.976372644518135 , 38.43959569931031;;;;False
B;Herbarium Berolinense;B 10 1176906;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;16/03/1916 - 16/03/1916;False;False;A. Peter;;False;16143;False;A. Peter, Reisen in Afrika;False;G. M. Schulze;;False;;D-Ost Afrika, W-Usambara: Urwald Balangai ➞ Sakarre, c. 1280 m ü. M.;False;;-4.923785646355774 , 38.46208333969117;;;;False
B;Herbarium Berolinense;B 10 1176904;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;05/03/1916 - 05/03/1916;;;A. Peter;;;15853;;A. Peter, Reisen in Afrika 1913-15;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Ngaraya → Sakarre, Urwald. c. 1150 m ü. M.;;False;-5.000957486932069 , 38.447213172912605;;;;
B;Herbarium Berolinense;B 10 1176903;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;12/04/1916 - 12/04/1916;;;A. Peter;;;16337;;A. Peter, Reisen in Afrika;;G. M. Schulze;;;;D-Ost Afrika, W-Usambara: Gebirgssattel Kalange ➞ Mazumbai, c. 1500 m ü. M.;;False;-4.8179 , 38.5392;;;;
B;Herbarium Berolinense;B 10 1176902;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;12/04/1916 - 12/04/1916;False;False;A. Peter;;False;16337;False;A. Peter, Reisen in Afrika;False;G. M. Schulze;;False;;D-Ost Afrika, W-Usambara: Gebirgssattel Kalange ➞ Mazumbai, c. 1500 m ü. M.;False;;-4.8179 , 38.5392;;;;False
B;Herbarium Berolinense;B 10 1176901;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;12/04/1916 - 12/04/1916;False;False;A. Peter;;False;16377;False;A. Peter, Reisen in Afrika 1913-1915;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Gebirgssattel Kalange ➞ Mazumbai, c. 1500 m ü. M.;False;;-4.8179 , 38.5392;;;;False
B;Herbarium Berolinense;B 10 1176900;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;12/04/1916 - 12/04/1916;False;False;A. Peter;;False;16378;False;A. Peter, Reisen in Afrika 1913/16;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Urwald Kalange ➞ Mazumbai, c. 1550 m ü. M;False;;-4.8179 , 38.5392;;;;False
B;Herbarium Berolinense;B 10 1176899;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;26/05/1914 - 26/05/1914;;;A. Peter;;;4096 e;;A. Peter, Reisen in Afrika 1913-1919;;G. M. Schulze;;;;D Ost Afrika, W Usambara: Wilhelmstal → Schume.;;False;-4.76 , 38.276;;;;
B;Herbarium Berolinense;B 10 1176898;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;15/06/1926 - 15/06/1926;False;False;A. Peter;;False;41434;False;A. Peter, Reisen in Afrika 1925/26;False;G. M. Schulze;;False;;D-Ost Afrika [sic!]. Süd-Paare: Wudee [Vudee] → Tona, Dörfchen zu Wudee gehörig. Großes Moor. c. 1850 m ü. M.;False;;-4.205145143180589 , 37.91029930114747;;;;False
B;Herbarium Berolinense;B 10 1176897;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;15/06/1926 - 15/06/1926;False;False;A. Peter;;False;41434;False;A. Peter, Reisen in Afrika 1925/26;False;G. M. Schulze;;False;;D-Ost Afrika [sic!], Süd-Pare: Wudee ➞ Tona, Dörfchen zu Wudee gehörig. Großes Moor. c. 1850 m ü. M.;False;;-4.196489984512437 , 37.89798259735108;;;;
B;Herbarium Berolinense;B 10 1176896;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;15/06/1926 - 15/06/1926;False;False;A. Peter;;False;41434;False;A. Peter, Reisen in Afrika 1925/26;False;G. M. Schulze;;False;;Deutsch-Ost Afrika [sic!], Süd Pare Gebirge: Wudee → Tona, Dörfchen (zu Wudee gehörig) → Grosse Moor. c. 180 m ü. M., V.1 Z.2;False;;-4.199107249331746 , 37.91699409484864;;;;
B;Herbarium Berolinense;B 10 1176893;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;26/05/1914 - 26/05/1914;;;A. Peter;;;4079;;A. Peter, Reisen in Afrika 1913-1919;;G. M. Schulze;;;;D Ost Afrika, W Usambara: Wilhelmstal → Schume.;;False;-4.64 , 38.197;;;;
B;Herbarium Berolinense;B 10 1176894;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;26/05/1914 - 26/05/1914;;;A. Peter;;;4079;;A. Peter, Reisen in Afrika 1913-1919;;G. M. Schulze;;;;D-Ost Afrika, W-Usambara: Wilhelmstal;;False;-4.79498920313932 , 38.28924202864649;;;;
B;Herbarium Berolinense;B 10 1176895;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Tanga;;;False;;;;;26/05/1914 - 26/05/1914;;;A. Peter;;;4079;;A. Peter, Reisen in Afrika;;G. M. Schulze;;;;D-Ost Afrika, W-Usambara: Wilhelmstal;;False;-4.793321431132568 , 38.29658031463623;;;;
B;Herbarium Berolinense;B 10 1176891;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;11/06/1915 - 11/06/1915;False;False;A. Peter;;False;12012;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;;D-Ost Afrika, Süd-Paregeb. beim grossen Moor  Tona > Wudee.  c. 1750 m ü. M.;False;;-4.199599450821844 , 37.88422822952271;;;;False
B;Herbarium Berolinense;B 10 1176890;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Kilimanjaro;;;False;;;;;11/07/1915 - 11/07/1915;;;A. Peter;;;12012;;A. Peter, Reisen in Afrika 1913-1915;;G. M. Schulze;;;;D-Ost Afrika, Süd-Paregeb. beim großen Moor Tona ➞ Wudee, c. 1750 m ü. M.;;False;-4.1995 , 37.8842;;;;
B;Herbarium Berolinense;B 10 1176892;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;11/07/1915 - 11/07/1915;False;False;A. Peter;;False;12012;False;A. Peter, Reisen in Afrika 1913-1915;False;G. M. Schulze;;False;;D-Ost Afrika,  Süd - Paregeb. beim grossen Moor Tona > Wudee  c. 1750 m ü. M.;False;;-4.2 , 37.88;;;;False
B;Herbarium Berolinense;B 10 1176889;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Kilimanjaro;;;False;;;;;11/07/1915 - 11/07/1915;;;A. Peter;;;12012;;A. Peter, Reisen in Afrika 1913-1915;;G. M. Schulze;;;;D Ost Afrika, Süd Paregebirge: beim großen Moor Tona ➞ Wudee, c. 1750 m ü. M.  Z.3;;False;-4.1995 , 37.8842;;;;
B;Herbarium Berolinense;B 10 1176887;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;04/06/1926 - 04/06/1926;False;False;A. Peter;;False;40872;False;A. Peter, Reisen in Afrika 1925/26;False;G. M. Schulze;;False;;Deutsch-Ost Afrika [sic!], W Usambara: Lushoto ➞ Forsthaus Magamba, c. 1700 m ü. M.;False;;-4.736171882892258 , 38.29022884368897;;;;False
B;Herbarium Berolinense;B 10 1176888;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;04/06/1926 - 04/06/1926;False;False;A. Peter;;False;40872;False;A. Peter, Reisen in Afrika;False;G. M. Schulze;;False;;D-Ost Afrika [sic!], W-Usambara: Lushoto ➞ Forsthaus Magamba;False;;-4.7609333 , 38.2996765;;;;
B;Herbarium Berolinense;B 10 1176886;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;15/04/1916 - 15/04/1916;False;False;A. Peter;;False;16503;False;A. Peter, Reisen in Afrika 1913/16;False;G. M. Schulze;;False;;D-Ost Afrika, W-Usambara: Kamm des Kisimba über Mazumbai, Urwald, c. 1900 m ü. M.;False;;-4.817482587274561 , 38.4957504272461;;;;False
B;Herbarium Berolinense;B 10 1176885;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Tanga;;;;;;;;15/04/1916 - 15/04/1916;False;False;A. Peter;;False;16503;False;A. Peter, Reisen in Afrika 1913/16;False;G. M. Schulze;;False;;D Ost Afrika, W Usambara: Kamm des Kisimba über Mazumbai, Urwald, c. 1900 m ü. M.  Z.3;False;;-4.8174 , 38.4957;;;;False
B;Herbarium Berolinense;B 10 1176884;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Kilimanjaro;;;;;;;;02/03/1915 - 02/03/1915;False;False;A. Peter;;False;9486;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;;D Ost Afrika, Süd Pare: Suji ➞ Hemwera, Urwaldrest, c. 1700 m ü. M.  V.1  Z.2;False;;-4.3963 , 37.9175;;;;False
B;Herbarium Berolinense;B 10 1176874;7;7895457;Balsaminaceae;Impatiens;sp.;;Myanmar;False;;;;Yangon;;;;;;;;15/07/1932 - 15/07/1932;False;False;C. E. Parkinson;;False;14634;False;;True;;;True;;Rangoon [Yangon], Near Sailing Club;False;;16.827413630183994 , 96.1467218399048;;;;False
B;Herbarium Berolinense;B 10 1176875;7;7895457;Balsaminaceae;Impatiens;sp.;;Myanmar;False;;;;Yangon;;;;;;;;29/08/1932 - 29/08/1932;False;False;C. E. Parkinson;;False;14884;False;;True;;;True;;Rangoon. Kamayut;False;;16.822290022182198 , 96.13723754882814;;;;False
B;Herbarium Berolinense;B 10 1176861;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Meghalaya;;;False;;;;;04/09/1886 - 04/09/1886;;;C. B. Clarke;;;44842 A;;;True;J. D. Hooker;;;;Shillong 6000 [ft.];;False;25.54848084015055 , 91.86355590820314;;;;
B;Herbarium Berolinense;B 10 1176860;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;Meghalaya;;;False;;;;;29/08/1885 - 29/08/1885;False;False;C. B. Clarke;;;40279;False;;True;J. D. Hooker;;False;;Mairung [Mairang] 5500 Khasia. In the wet hole in the wood. Only one piece could be found.;False;;25.560566615052952 , 91.64760589599611;;;;
B;Herbarium Berolinense;B 10 1176859;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Meghalaya;;;;;;;;25/09/1886 - 25/09/1886;False;False;C. B. Clarke;;False;45655;False;;True;J. D. Hooker;;False;;Lailankote [Laitlyngkot] 5500 [feet] Khasia;False;;25.4467599 , 91.8398371;;;;False
B;Herbarium Berolinense;B 10 1176864;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Sikkim;;;;;;;;03/08/1862 - 03/08/1862;False;False;T. Anderson;;False;568;False;;True;J. D. Hooker;;False;;Tongloo, Alt. 8-10000';True;;27.034549188976673 , 88.07957053184509;;;;False
B;Herbarium Berolinense;B 10 1176868;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Sikkim;;;;;;;;07/07/1909 - 07/07/1909;False;False;Smith & Cave;;False;905;False;;True;;;True;;Chungloong. Altitude 6000';False;;27.604075138788716 , 88.66996650956716;;;;False
B;Herbarium Berolinense;B 10 1176865;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;False;;;;Meghalaya;;;False;;;;;10/09/1885 - 10/09/1885;;;CB Clarke;;;40343;;;True;J. D. Hooker;;False;;Suvareen 5000 Khasia;;False;25.35 , 91.73333333333333;;;;
B;Herbarium Berolinense;B 10 0647262;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Schleswig-Holstein;;;;;;;;28/08/1982 - 28/08/1982;False;False;Eckard von Raab-Straube;;False;61;False;Eckhard von Raab-Straube;False;;;True;;Kreis Rendsburg-Eckernförde, 2 km nordwestl. Gut Emkendorf. - feuchter Laubwald, Jungmoräne, Braunerde 15 m;False;;54.25 , 9.85;;;;False
B;Herbarium Berolinense;B 10 1007136;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;True;;;;Berlin;;;;;;;;29/06/1867 - 29/06/1867;False;False;Alexander Braun;;False;;True;Alexander Braun;False;;;True;;E horto botanic. berol., Wildherkunft Neuholland [Australien];False;;;;;;True
B;Herbarium Berolinense;B 10 1176573;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Berlin;;;;;;;;23/07/1944 - 23/07/1944;False;False;L. Diels;;False;;True;;True;;;True;;Berlin-Dahlem, Botan. Garten, auf einem kiesigen Gartenweg.;;False;52.456433209814435 , 13.304615020751955;;;;False
B;Herbarium Berolinense;B 10 0622312;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Sachsen;;;;;;;;06/06/1947 - 06/06/1947;False;False;B [Bornkamm];;False;1951;False;R. Bornkamm;False;;;True;;Palmengarten, Leipzig;False;;51.3360017 , 12.34442542515352;;;;False
B;Herbarium Berolinense;B 10 0429748;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Berlin;;;;;;;;30/05/1951 - 30/05/1951;True;False;Rupzek;;False;73;False;;True;;;True;;Rehberge;False;;52.55209147805316 , 13.33645820617676;;;;False
B;Herbarium Berolinense;B 10 1049098;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;True;;;;Berlin;;;;;;;;26/08/1945 - 26/08/1945;False;False;C. Risch;;False;;True;C. Risch;False;;;True;;"in horto publico ""Sachsenpark""";False;;52.51878350692631 , 13.255391120910646;;;;False
B;Herbarium Berolinense;B 10 1025168;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Berlin;;;;;;;;;;True;;;True;;True;F. W. Meyer;False;;;True;;"Im Tiergarten von Berlin. (Stammt aus der Mongolei; jetzt nicht selten verwildert.)";False;;52.51253184662106 , 13.359031677246096;;;;False
B;Herbarium Berolinense;B 10 1001397;7;7895457;Balsaminaceae;Impatiens;sp.;;;;;;True;;;;True;;;;;;;True;;;True;1599;False;Hans Ristow;;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176575;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Berlin;;;;;;;;01/06/1848 - 31/07/1848;False;False;F. Schwarzer;;False;;True;;True;;;True;;Thierarzneischulgarten zu Berlin, aus der Panke verwildert.;False;;52.52513195544292 , 13.380542654760854;;;;False
B;Herbarium Berolinense;B 10 0375938;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Berlin;;;False;;;;;01/01/1989 - 31/12/1989;True;False;Royl / Wiechert;;;2146;;;True;Hiepko;;;;Kiesgrube;;False;52.50125623446349 , 13.22633743286133;;;;False
B;Herbarium Berolinense;B 10 1176627;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Hessen;;;False;;;;;01/04/1897 - 30/04/1897;;;Wirtgen;;;;True;F. Wirtgen;;;;True;;Frankfurter Anlagen;;False;50.11898271228408 , 8.687007924259564;;;;
B;Herbarium Berolinense;B 10 1176628;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Sachsen-Anhalt;;;False;;;;;08/09/1957 - 08/09/1957;;;Julius Riemer;;;;True;J. Riemer;;M. Bäßler;;;;am Bahndurchgang gegenüber des Schuttberges (ehem. Bunker) an der Melanchthoneiche;;False;51.86367930413016 , 12.65560628721001;;;;
B;Herbarium Berolinense;B 10 0270950;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Berlin;;;False;;;;;13/06/1927 - 13/06/1927;;;F. Fettweis;;;2968;;;True;;;True;;Berlin-Wannsee;;False;52.42808164805401 , 13.158359527587892;;;;
B;Herbarium Berolinense;B 10 0080748;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;;;True;378;False;;True;;;True;;Waldrand vereinzelt trocken;False;;;;;;True
B;Herbarium Berolinense;B 10 1176650;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;;;True;;True;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176652;7;7895457;Balsaminaceae;Impatiens;sp.;;;;;;True;;;;True;;;;;01/06/1856 - 30/06/1856;;;Krupke;;False;;True;;True;;;True;;Graben/ ......;;False;;;;;True
B;Herbarium Berolinense;B 10 0544496;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Bayern;;;;;;;;08/06/1913 - 08/06/1913;False;False;Otto Renner;;False;323a;False;Otto Renner;False;;;True;;Am Glockenbach;False;;48.128381705156166 , 11.56740188598633;;;;False
B;Herbarium Berolinense;B 10 1176567;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Berlin;;;;;;;;30/07/1985 - 30/07/1985;False;False;Royl-Wiechert;;False;242-22-85-10;False;;True;Zepernick;;False;;Kiesgrube am Postfenn;;False;52.50023494596538 , 13.230929374694826;;;;
